eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,magnitudeType,cluster_index
5862,EMEC,1879,7,11,18,1,1,,33.00,29.00,,,,999,,6.0,,MW,0
57,AM93,1894,1,13,20,0,0,,34.70,35.60,,,,999,,5.8,,MS,48
6396,EMEC,1894,5,14,1,1,1,,35.60,36.60,,,,30,,6.2,,MW,0
6491,EMEC,1895,12,7,2,40,1,,31.20,30.60,,,,999,,5.3,,MW,0
6507,EMEC,1896,5,2,1,1,1,,36.00,34.00,,,,999,,5.5,,MW,0
6510,EMEC,1896,6,29,4,5,1,,33.10,34.45,,,,999,,6.5,,MW,18
6704,EMEC,1900,1,5,0,55,1,,34.00,34.45,,,,999,,6.1,,MW,28
6709,EMEC,1900,1,27,2,30,1,,37.37,37.63,,,,999,,5.3,,MW,0
6718,EMEC,1900,3,6,17,58,1,,33.00,29.00,,,,999,,6.2,,MW,24
6803,EMEC,1902,3,9,23,5,1,,35.20,31.80,,,,999,,5.7,,MW,56
68371,KOERI,1903,7,6,0,0,1,,32.50,37.80,,,,5,,4.7,,MD,0
6950,EMEC,1903,7,19,18,7,1,,30.00,35.00,,,,20,,5.7,,MW,0
61,AM93,1903,8,27,14,48,0,,33.30,34.60,,,,999,,5.4,,MS,0
6972,EMEC,1903,10,7,11,12,1,,36.50,36.50,,,,999,,5.2,,MW,0
58902,ISC-GEM,1905,12,4,12,20,7.96,,38.83,37.22,,,,15,,5.6,,MW,0
7222,EMEC,1906,2,23,7,31,1,,33.50,34.30,,,,999,,5.6,,MW,66
7300,EMEC,1906,12,26,13,43,1,,33.40,27.20,,,,999,,5.3,,MW,0
45237,GSHAP_TR,1907,6,22,17,40,1,,35.30,33.60,,,,999,,5.7,,MW,57
68366,KOERI,1907,12,1,0,0,1,,34.50,37.60,,,,5,,6.6,,MD,15
7408,EMEC,1908,2,17,3,0,1,,35.80,37.40,,,,5,,6.3,,MD,0
7467,EMEC,1908,10,30,11,30,1,,36.80,37.60,,,,30,,5.5,,MW,0
7654,EMEC,1910,3,20,1,1,1,,34.60,36.80,,,,999,,5.4,,MW,84
41194,GII,1910,7,10,19,24,0,,35.90,33.82,,,,10,,4.9,,MB,0
7718,EMEC,1911,1,5,1,59,1,,31.30,30.00,,,,999,,4.4,,MW,0
7725,EMEC,1911,1,26,17,35,1,,33.70,28.00,,,,999,,4.9,,MW,0
7766,EMEC,1911,4,30,20,42,1,,30.00,36.00,,,,180,,6.0,,MW,0
7798,EMEC,1911,8,22,20,23,1,,32.60,28.80,,,,999,,4.9,,MW,0
7849,EMEC,1912,3,29,0,45,1,,35.80,35.60,,,,999,,4.7,,MW,0
41196,GII,1913,11,13,13,25,0,,35.70,34.02,,,,10,,4.2,,MD,0
58903,ISC-GEM,1914,10,3,22,7,7.36,,30.02,37.63,,,,15,,7.0,,MW,8
8138,EMEC,1915,5,19,4,48,1,,39.47,37.62,,,,10,,5.5,,MW,0
8204,EMEC,1915,12,25,6,6,1,,36.14,36.47,,,,10,,5.4,,MW,0
58904,ISC-GEM,1918,9,29,12,7,14.31,,35.61,35.08,,,,15,,6.6,,MW,16
8492,EMEC,1918,10,1,2,10,1,,31.30,29.50,,,,999,,4.9,,MW,0
64,AM93,1919,8,19,20,17,20,,34.70,35.20,,,,30,,5.7,,MS,61
