Agency,ErrorStrike,SemiMajor90,SemiMinor90,cluster_flag,cluster_index,comment,day,depth,depthError,eventID,flag,hour,latitude,longitude,magnitude,magnitudeType,minute,month,second,sigmaMagnitude,timeError,year
EMEC,,,,0,0,,27,999.0,,16274,,21,31.0,30.0,4.5999999999999996,MW,21,1,1.0,0.0,,1970
EMEC,,,,0,0,,1,17.0,,16277,,3,34.490000000000002,32.700000000000003,4.7999999999999998,MW,4,2,1.0,0.0,,1970
GII,,,,0,0,,16,10.0,,41368,,2,35.123600000000003,32.565199999999997,4.2000000000000002,MD,17,3,0.0,0.29999999999999999,,1970
EMEC,,,,0,0,,18,38.0,,16323,,17,34.420000000000002,32.490000000000002,4.5999999999999996,MW,18,3,1.0,0.0,,1970
IRIS,,,,0,0,,20,33.0,,58830,,8,36.899999999999999,33.5,5.5,MB,50,3,4.0,0.26266666666666666,,1970
IRIS,,,,0,0,,28,33.0,,58829,,21,37.600000000000001,30.399999999999999,4.5,MB,33,3,11.0,0.26266666666666666,,1970
IRIS,,,,0,0,,28,33.0,,58828,,21,37.100000000000001,30.0,4.0999999999999996,MB,54,3,7.0,0.26266666666666666,,1970
EMEC,,,,0,311,,4,33.0,,16425,,4,34.196599999999997,33.697000000000003,4.2999999999999998,MB,48,4,1.0,0.26266666666666666,,1970
GII,,,,0,142,,28,28.0,,41373,,3,27.609999999999999,33.759999999999998,4.7999999999999998,MB,20,4,38.0,0.26266666666666666,,1970
IRIS,,,,0,0,,18,56.0,,58823,,8,36.200000000000003,31.699999999999999,4.2999999999999998,MB,37,5,40.0,0.26266666666666666,,1970
IRIS,,,,0,0,,24,33.0,,58822,,4,32.700000000000003,40.700000000000003,4.0999999999999996,MB,37,5,11.0,0.26266666666666666,,1970
EMEC,,,,0,0,,1,53.0,,16724,,15,35.229999999999997,31.289999999999999,5.0,MW,50,7,1.0,0.0,,1970
EMEC,,,,0,0,,30,33.0,,16763,,5,34.399999999999999,35.5,5.0,MW,0,7,1.0,0.0,,1970
EMEC,,,,0,126,,9,49.0,,16819,,0,34.590000000000003,32.210000000000001,4.9000000000000004,MW,12,9,1.0,0.0,,1970
GII,,,,0,0,,29,33.0,,41377,,4,33.198900000000002,34.399700000000003,4.0999999999999996,MB,1,9,17.0,0.26266666666666666,,1970
NCEDCB,,,,0,0,,5,33.0,,68444,,14,35.118000000000002,38.902999999999999,4.7999999999999998,MB,53,10,11.699999999999999,0.26266666666666666,,1970
EMEC,,,,0,165,,8,10.0,,16863,,2,31.390000000000001,35.509999999999998,4.7000000000000002,MW,45,10,1.0,0.0,,1970
GII,,,,0,143,,19,39.0,,41382,,12,27.440000000000001,33.880000000000003,4.7999999999999998,MB,15,12,36.0,0.26266666666666666,,1970
GII,,,,0,464,,26,33.0,,41384,,9,34.196599999999997,33.697000000000003,4.0999999999999996,MB,20,12,40.0,0.26266666666666666,,1970
EMEC,,,,0,127,,31,31.0,,17020,,5,37.039999999999999,30.379999999999999,4.9000000000000004,MW,37,1,1.0,0.0,,1971
EMEC,,,,0,0,,22,47.0,,17049,,14,37.240000000000002,30.300000000000001,5.2999999999999998,MW,27,2,1.0,0.0,,1971
EMEC,,,,0,0,,27,999.0,,17082,,10,30.399999999999999,31.399999999999999,4.4000000000000004,MW,18,3,1.0,0.0,,1971
EMEC,,,,0,128,,16,7.0,,17098,,21,33.630000000000003,35.43,4.9000000000000004,MW,27,4,1.0,0.0,,1971
EMEC,,,,0,0,,30,60.0,,17118,,6,37.759999999999998,36.18,4.5,MW,10,4,1.0,0.0,,1971
IRIS,,,,0,0,,12,33.700000000000003,,58805,,5,37.418399999999998,32.070700000000002,4.4000000000000004,MB,17,5,58.0,0.26266666666666666,,1971
IRIS,,,,0,0,,15,51.100000000000001,,58790,,8,37.613399999999999,32.533099999999997,4.2999999999999998,MB,41,5,11.0,0.26266666666666666,,1971
IRIS,,,,0,67,,24,9.3000000000000007,,58776,,8,37.5212,29.963000000000001,5.5,MS,49,5,46.0,0.17000000000000001,,1971
IRIS,,,,0,0,,26,33.0,,58774,,3,35.697899999999997,30.167899999999999,4.7999999999999998,MS,44,5,38.0,0.17000000000000001,,1971
IRIS,,,,0,166,,10,33.0,,58771,,15,36.956000000000003,30.142199999999999,4.7000000000000002,MS,33,6,37.0,0.17000000000000001,,1971
IRIS,,,,0,0,,14,33.0,,58770,,6,37.183,29.963200000000001,4.7999999999999998,MS,11,6,2.0,0.17000000000000001,,1971
GII,,,,0,0,,20,10.0,,41392,,10,28.760300000000001,32.608600000000003,4.2000000000000002,MD,22,6,0.0,0.29999999999999999,,1971
EMEC,,,,0,83,,29,35.0,,17265,,9,37.109999999999999,36.850000000000001,5.2999999999999998,MW,8,6,1.0,0.0,,1971
IRIS,,,,0,0,,29,33.0,,58767,,9,36.417700000000004,34.973500000000001,4.2000000000000002,MB,21,6,38.0,0.26266666666666666,,1971
IRIS,,,,0,0,,29,33.0,,58766,,10,36.475499999999997,30.135000000000002,4.2999999999999998,MB,9,6,35.0,0.26266666666666666,,1971
EMEC,,,,0,0,,29,12.0,,17266,,11,37.329999999999998,36.719999999999999,4.7999999999999998,MW,13,6,1.0,0.0,,1971
GII,,,,0,0,,8,35.0,,41394,,23,27.541399999999999,33.828600000000002,4.7999999999999998,MB,40,7,56.298999999999999,0.26266666666666666,,1971
EMEC,,,,0,0,,9,10.0,,17281,,14,27.449999999999999,33.450000000000003,4.5999999999999996,MW,48,7,1.0,0.0,,1971
NCEDCB,,,,0,0,,9,28.0,,68472,,11,37.563000000000002,29.991,4.4000000000000004,MB,32,8,31.0,0.26266666666666666,,1971
EMEC,,,,0,0,,17,35.0,,17319,,4,37.090000000000003,36.770000000000003,5.2999999999999998,MW,29,8,1.0,0.0,,1971
EMEC,,,,0,0,,7,10.0,,17340,,16,32.909999999999997,35.719999999999999,4.0,MW,23,9,1.0,0.0,,1971
EMEC,,,,0,68,,9,49.0,,17344,,15,37.340000000000003,30.18,5.5,MW,10,9,1.0,0.0,,1971
EMEC,,,,0,0,,30,16.0,,17366,,8,37.640000000000001,30.129999999999999,4.5,MW,45,9,1.0,0.0,,1971
EMEC,,,,0,0,,3,22.0,,17370,,17,36.770000000000003,30.120000000000001,4.5,MW,18,10,1.0,0.0,,1971
EMEC,,,,0,545,,8,10.0,,17410,,17,33.310000000000002,35.609999999999999,4.0,MW,55,11,1.0,0.0,,1971
GII,,,,0,0,,12,36.0,,41403,,8,27.5504,33.830599999999997,5.0999999999999996,MB,15,1,44.990000000000002,0.26266666666666666,,1972
EMEC,,,,0,0,,8,999.0,,17494,,5,33.899999999999999,36.200000000000003,4.5,MW,51,2,1.0,0.0,,1972
IRIS,,,,0,0,,31,5.0,,58746,,8,37.0,31.0,5.2000000000000002,MD,16,3,29.0,0.29999999999999999,,1972
IRIS,,,,0,0,,9,33.0,,58745,,5,36.658299999999997,35.623199999999997,4.0999999999999996,MB,45,4,11.0,0.26266666666666666,,1972
EMEC,,,,0,274,,23,43.0,,17655,,6,36.549999999999997,32.25,4.4000000000000004,MW,50,6,1.0,0.0,,1972
NCEDCB,,,,0,0,,28,15.0,,68484,,9,27.649000000000001,33.759999999999998,5.5999999999999996,MB,49,6,34.899999999999999,0.26266666666666666,,1972
EMEC,,,,0,235,,31,68.0,,17698,,23,35.670000000000002,31.23,4.5,MW,55,7,1.0,0.0,,1972
EMEC,,,,0,0,,2,30.0,,17699,,15,37.710000000000001,32.560000000000002,4.4000000000000004,MW,11,8,1.0,0.0,,1972
NCEDCB,,,,0,237,,3,41.0,,68486,,21,37.707000000000001,32.713999999999999,4.5,MB,39,8,26.0,0.26266666666666666,,1972
NCEDCB,,,,0,0,,5,25.0,,68487,,23,27.686,33.643999999999998,4.5,MB,59,3,46.600000000000001,0.26266666666666666,,1973
GII,,,,0,0,,5,36.0,,41410,,23,27.741599999999998,33.4285,4.5999999999999996,MB,59,3,50.990000000000002,0.26266666666666666,,1973
EMEC,,,,0,0,,21,32.0,,18043,,8,37.149999999999999,30.210000000000001,4.4000000000000004,MW,16,3,1.0,0.0,,1973
EMEC,,,,0,0,,22,32.0,,18083,,22,37.149999999999999,30.550000000000001,4.4000000000000004,MW,20,4,1.0,0.0,,1973
NCEDCB,,,,0,0,,22,42.0,,68489,,22,37.284999999999997,30.265000000000001,4.2999999999999998,MB,20,4,58.600000000000001,0.26266666666666666,,1973
EMEC,,,,0,0,,28,77.0,,18162,,18,36.060000000000002,31.390000000000001,4.5999999999999996,MW,55,7,1.0,0.0,,1973
KOERI,,,,0,0,,2,5.0,,67848,,7,37.0,30.100000000000001,4.0999999999999996,MD,44,8,10.0,0.29999999999999999,,1973
EMEC,,,,0,0,,2,10.0,,18191,,4,32.810000000000002,35.609999999999999,4.2000000000000002,MW,1,9,1.0,0.0,,1973
EMEC,,,,0,0,,8,75.0,,18193,,2,36.130000000000003,31.23,4.2999999999999998,MW,1,9,1.0,0.0,,1973
EMEC,,,,0,169,,18,35.0,,18203,,8,36.850000000000001,30.359999999999999,4.7000000000000002,MW,47,9,1.0,0.0,,1973
EMEC,,,,0,0,,8,999.0,,18258,,15,35.399999999999999,35.600000000000001,4.5,MW,49,11,1.0,0.0,,1973
IRIS,,,,0,0,,9,30.399999999999999,,58724,,0,35.439300000000003,40.091999999999999,4.2999999999999998,MB,50,1,43.0,0.26266666666666666,,1974
EMEC,,,,0,0,,9,30.0,,18338,,16,34.630000000000003,30.809999999999999,4.2000000000000002,MW,3,1,1.0,0.0,,1974
GII,,,,0,0,,26,10.0,,41427,,20,28.170000000000002,33.488700000000001,4.2000000000000002,MB,42,3,0.0,0.26266666666666666,,1974
GII,,,,0,0,,5,10.0,,41430,,23,27.909099999999999,33.211399999999998,4.2000000000000002,MD,14,4,0.0,0.29999999999999999,,1974
IRIS,,,,0,342,,28,89.0,,58721,,0,35.997,31.780000000000001,4.2999999999999998,MB,55,4,36.0,0.26266666666666666,,1974
IRIS,,,,0,0,,29,12.199999999999999,,58720,,20,30.591799999999999,31.639199999999999,5.0,MB,4,4,37.0,0.26266666666666666,,1974
KOERI,,,,0,0,,12,33.0,,67830,,10,34.100000000000001,37.280000000000001,4.9000000000000004,MW,19,6,48.799999999999997,0.0,,1974
NCEDCB,,,,0,0,,12,33.0,,68496,,10,34.039999999999999,37.692,4.5999999999999996,MB,19,6,51.100000000000001,0.26266666666666666,,1974
NCEDCB,,,,0,0,,26,33.0,,68497,,14,36.594999999999999,34.439,4.2000000000000002,MB,24,6,37.700000000000003,0.26266666666666666,,1974
IRIS,,,,0,0,,26,44.700000000000003,,58717,,14,36.6265,34.738900000000001,5.0,MB,24,6,39.0,0.26266666666666666,,1974
EMEC,,,,0,0,,19,67.0,,18549,,7,35.719999999999999,31.52,4.2999999999999998,MW,40,7,1.0,0.0,,1974
KOERI,,,,0,0,,20,30.0,,67827,,20,33.340000000000003,38.43,4.2999999999999998,MW,7,7,38.5,0.0,,1974
IRIS,,,,0,0,,15,88.400000000000006,,58713,,5,36.282499999999999,30.129200000000001,4.2000000000000002,ML,37,8,54.0,0.20000000000000001,,1974
EMEC,,,,0,0,,6,10.0,,18609,,5,29.91,35.710000000000001,4.0,MW,17,9,1.0,0.0,,1974
EMEC,,,,0,0,,13,59.0,,18622,,4,37.399999999999999,36.060000000000002,4.2999999999999998,MW,55,9,1.0,0.0,,1974
GII,,,,0,0,,11,10.0,,41439,,9,35.962499999999999,33.6462,4.2000000000000002,MD,16,10,0.0,0.29999999999999999,,1974
NCEDCB,,,,0,0,,23,33.0,,68500,,21,37.720999999999997,31.952000000000002,4.2999999999999998,MB,47,11,33.899999999999999,0.26266666666666666,,1974
EMEC,,,,0,0,,1,10.0,,18766,,0,33.530000000000001,33.060000000000002,5.7000000000000002,MS,30,1,1.0,0.17000000000000001,,1975
EMEC,,,,0,105,,1,35.0,,18767,,0,36.665999999999997,36.485199999999999,5.0999999999999996,MW,30,1,1.0,0.0,,1975
EMEC,,,,0,0,,28,35.0,,18828,,21,34.539999999999999,33.810000000000002,4.9000000000000004,MW,12,1,1.0,0.0,,1975
EMEC,,,,0,0,,29,30.0,,18947,,18,36.899999999999999,31.469999999999999,4.2000000000000002,MW,45,4,1.0,0.0,,1975
EMEC,,,,0,41,,30,61.0,,18948,,4,36.189999999999998,30.739999999999998,5.9000000000000004,MW,28,4,1.0,0.0,,1975
EMEC,,,,0,0,,12,999.0,,18963,,3,27.800000000000001,34.0,4.2000000000000002,MW,18,5,1.0,0.0,,1975
EMEC,,,,0,0,,12,107.0,,19076,,16,37.039999999999999,31.16,4.2999999999999998,MW,6,8,1.0,0.0,,1975
EMEC,,,,0,0,,20,40.0,,19139,,5,36.140000000000001,30.73,5.2000000000000002,MW,40,9,1.0,0.0,,1975
KOERI,,,,0,0,,20,52.0,,67802,,18,37.539999999999999,29.98,4.0999999999999996,MB,58,9,43.299999999999997,0.26266666666666666,,1975
NCEDCB,,,,0,0,,1,68.0,,68511,,9,36.430999999999997,30.693000000000001,4.0999999999999996,MB,39,11,46.899999999999999,0.26266666666666666,,1975
EMEC,,,,0,88,,12,36.0,,19280,,17,34.439999999999998,32.630000000000003,5.2999999999999998,MW,50,1,1.0,0.0,,1976
AM93,,,,0,0,,12,46.600000000000001,,105,,20,34.380299999999998,31.719999999999999,5.7000000000000002,MS,20,1,0.0,0.17000000000000001,,1976
EMEC,,,,0,0,,26,71.0,,19294,,22,35.829999999999998,31.23,4.7999999999999998,MW,44,1,1.0,0.0,,1976
IRIS,,,,0,0,,2,69.200000000000003,,58688,,12,37.164299999999997,30.752600000000001,4.0,MB,37,3,47.0,0.26266666666666666,,1976
EMEC,,,,0,0,,15,55.0,,19550,,20,37.549999999999997,35.899999999999999,4.9000000000000004,MW,24,7,1.0,0.0,,1976
EMEC,,,,0,0,,30,58.0,,19584,,7,36.710000000000001,35.899999999999999,4.4000000000000004,MW,23,7,1.0,0.0,,1976
NCEDCB,,,,0,0,,14,33.0,,68518,,10,36.103000000000002,31.228999999999999,4.2000000000000002,MB,15,8,40.899999999999999,0.26266666666666666,,1976
IRIS,,,,0,0,,17,999.0,,58681,,17,37.310000000000002,30.32,4.2000000000000002,ML,54,8,23.0,0.20000000000000001,,1976
IRIS,,,,0,0,,17,33.0,,58680,,20,36.176900000000003,30.492000000000001,4.4000000000000004,ML,48,8,46.0,0.20000000000000001,,1976
IRIS,,,,0,0,,1,5.0,,58679,,21,35.819000000000003,30.0,4.0999999999999996,ML,10,9,13.0,0.20000000000000001,,1976
EMEC,,,,0,0,,1,999.0,,19630,,21,36.030000000000001,30.02,4.4000000000000004,MW,12,9,1.0,0.0,,1976
EMEC,,,,0,204,,8,999.0,,19640,,0,35.899999999999999,31.5,4.5999999999999996,MW,9,9,1.0,0.0,,1976
EMEC,,,,0,0,,23,999.0,,19670,,19,36.140000000000001,32.219999999999999,4.0999999999999996,MW,29,9,1.0,0.0,,1976
EMEC,,,,0,0,,24,33.0,,19671,,13,36.369999999999997,31.809999999999999,4.5,MW,40,9,1.0,0.0,,1976
EMEC,,,,0,0,,3,999.0,,19689,,5,36.079999999999998,31.59,4.2999999999999998,MW,52,10,1.0,0.0,,1976
EMEC,,,,0,0,,4,33.0,,19692,,18,34.100000000000001,34.390000000000001,4.2999999999999998,MW,38,10,1.0,0.0,,1976
EMEC,,,,0,0,,17,999.0,,19750,,1,35.390000000000001,31.09,4.5,MW,29,11,1.0,0.0,,1976
GII,,,,0,0,,20,10.0,,41457,,13,34.476799999999997,33.761600000000001,4.2999999999999998,MB,10,2,0.0,0.26266666666666666,,1977
EMEC,,,,0,0,,11,90.0,,19994,,16,36.909999999999997,30.73,5.0,MB,23,4,1.0,0.26266666666666666,,1977
AM93,,,,0,0,,1,68.0,,106,,12,34.75,31.300000000000001,5.5999999999999996,MB,54,6,49.0,0.26266666666666666,,1977
IRIS,,,,0,57,,1,68.0,,58666,,12,36.159999999999997,31.303799999999999,5.7000000000000002,MB,54,6,49.0,0.26266666666666666,,1977
EMEC,,,,0,0,,17,10.0,,20138,,19,32.200000000000003,35.409999999999997,4.0,MW,15,8,1.0,0.0,,1977
EMEC,,,,0,0,,14,10.0,,20234,,14,37.369999999999997,31.93,4.2000000000000002,MW,10,10,1.0,0.0,,1977
EMEC,,,,0,0,,27,31.0,,20279,,20,37.719999999999999,32.100000000000001,4.2999999999999998,MW,42,11,1.0,0.0,,1977
NCEDCB,,,,0,0,,11,33.0,,68524,,22,37.225999999999999,35.997999999999998,4.7000000000000002,MB,48,12,33.700000000000003,0.26266666666666666,,1977
EMEC,,,,0,0,,21,999.0,,20306,,5,36.149999999999999,33.109999999999999,4.0,MW,36,12,1.0,0.0,,1977
EMEC,,,,0,0,,30,36.0,,20358,,7,34.670000000000002,33.840000000000003,4.5999999999999996,MW,52,1,1.0,0.0,,1978
EMEC,,,,0,0,,9,42.0,,20378,,21,37.07,36.840000000000003,4.5,MW,10,2,1.0,0.0,,1978
NCEDCB,,,,0,0,,21,114.0,,68527,,2,36.966999999999999,30.978999999999999,4.0999999999999996,MB,38,3,24.199999999999999,0.26266666666666666,,1978
EMEC,,,,0,0,,21,33.0,,20472,,19,34.509999999999998,33.020000000000003,4.0,MW,12,4,1.0,0.0,,1978
EMEC,,,,0,0,,22,48.0,,20475,,5,35.219999999999999,36.210000000000001,4.2999999999999998,MW,1,4,1.0,0.0,,1978
EMEC,,,,0,0,,13,33.0,,20550,,21,36.299999999999997,31.870000000000001,4.0999999999999996,MW,25,6,1.0,0.0,,1978
EMEC,,,,0,0,,15,10.0,,20555,,16,35.770000000000003,31.260000000000002,4.9000000000000004,MW,10,6,1.0,0.0,,1978
EMEC,,,,0,0,,24,999.0,,20622,,0,35.299999999999997,31.100000000000001,4.4000000000000004,MW,51,6,1.0,0.0,,1978
EMEC,,,,0,362,,25,33.0,,20630,,11,34.68,33.380000000000003,4.2999999999999998,MW,0,6,1.0,0.0,,1978
EMEC,,,,0,175,,29,28.0,,20674,,4,37.57,30.02,4.7000000000000002,MW,34,7,1.0,0.0,,1978
GII,,,,0,0,,8,10.0,,41463,,22,32.808399999999999,35.305500000000002,4.2000000000000002,MD,6,8,0.0,0.29999999999999999,,1978
EMEC,,,,0,0,,11,10.0,,20689,,15,35.079999999999998,31.010000000000002,4.2999999999999998,MW,25,8,1.0,0.0,,1978
KOERI,,,,0,0,,26,10.0,,67675,,2,35.609999999999999,31.239999999999998,4.0,MB,1,8,4.4000000000000004,0.26266666666666666,,1978
IRIS,,,,0,0,,30,10.0,,58645,,23,36.899999999999999,30.600000000000001,4.2999999999999998,MB,52,8,8.0,0.26266666666666666,,1978
EMEC,,,,0,0,,11,33.0,,20815,,2,37.439999999999998,38.109999999999999,4.5999999999999996,MW,47,11,1.0,0.0,,1978
IRIS,,,,0,365,,13,101.2,,58639,,4,35.6875,31.052099999999999,4.2999999999999998,MB,45,1,52.0,0.26266666666666666,,1979
EMEC,,,,0,0,,19,67.0,,20906,,4,35.990000000000002,31.300000000000001,4.0999999999999996,MW,3,2,1.0,0.0,,1979
NCEDCB,,,,0,0,,17,49.0,,68532,,23,34.311,31.646999999999998,4.0,MB,43,3,14.9,0.26266666666666666,,1979
NCEDCB,,,,0,0,,21,10.0,,68533,,5,37.793999999999997,39.015000000000001,4.4000000000000004,MB,4,3,14.199999999999999,0.26266666666666666,,1979
EMEC,,,,0,0,,4,62.0,,20960,,21,35.960000000000001,30.649999999999999,4.5,MW,17,4,1.0,0.0,,1979
GII,,,,0,0,,23,10.0,,41470,,13,31.239000000000001,35.461399999999998,4.9000000000000004,MB,1,4,0.0,0.26266666666666666,,1979
EMEC,,,,0,0,,26,45.0,,21020,,9,37.5379,36.159799999999997,4.7999999999999998,MB,28,4,1.0,0.26266666666666666,,1979
NCEDCB,,,,0,0,,25,10.0,,68537,,17,25.202999999999999,36.499000000000002,4.7000000000000002,MB,10,5,56.799999999999997,0.26266666666666666,,1979
AM93,,,,0,0,,28,111.0,,107,,9,34.810000000000002,31.719999999999999,5.7999999999999998,MB,27,5,34.0,0.26266666666666666,,1979
ISC,,,,0,34,,28,102.09999999999999,,2455,,9,36.463999999999999,31.77,6.0,MW,27,5,34.469999999999999,0.0,,1979
EMEC,,,,0,371,,2,33.0,,21172,,23,35.630000000000003,31.23,4.2999999999999998,MW,41,8,1.0,0.0,,1979
EMEC,,,,0,0,,14,10.0,,21187,,17,33.600000000000001,34.560000000000002,4.4000000000000004,MW,32,8,1.0,0.0,,1979
EMEC,,,,0,0,,31,999.0,,21214,,21,36.450000000000003,34.770000000000003,4.0999999999999996,MW,50,8,1.0,0.0,,1979
NCEDCB,,,,0,0,,8,54.0,,68540,,15,36.139000000000003,30.553999999999998,4.0,MB,9,9,27.899999999999999,0.26266666666666666,,1979
NCEDCB,,,,0,210,,14,10.0,,68541,,17,37.002000000000002,30.201000000000001,4.5999999999999996,MB,26,9,46.700000000000003,0.26266666666666666,,1979
IRIS,,,,0,0,,17,24.199999999999999,,58620,,2,37.557899999999997,30.127199999999998,4.0,MB,36,9,54.0,0.26266666666666666,,1979
EMEC,,,,0,0,,20,49.0,,21240,,10,35.200000000000003,30.890000000000001,4.4000000000000004,MW,36,9,1.0,0.0,,1979
NCEDCB,,,,0,0,,10,53.0,,68543,,1,35.904000000000003,30.800000000000001,4.2000000000000002,MB,51,11,29.199999999999999,0.26266666666666666,,1979
GII,,,,0,0,,15,10.0,,41473,,20,33.564399999999999,34.606299999999997,4.2000000000000002,MD,4,11,0.0,0.29999999999999999,,1979
EMEC,,,,0,0,,28,47.0,,21346,,3,37.520000000000003,35.850000000000001,5.4000000000000004,MW,9,12,1.0,0.0,,1979
EMEC,,,,0,59,,31,63.0,,21348,,6,36.219999999999999,31.489999999999998,5.7000000000000002,MW,21,12,1.0,0.0,,1979
AM93,,,,0,0,,31,63.0,,108,,6,34.439999999999998,31.489999999999998,5.2999999999999998,MB,21,12,36.0,0.26266666666666666,,1979
EMEC,,,,0,0,,2,32.0,,21351,,12,36.560000000000002,36.380000000000003,4.7000000000000002,MW,52,1,1.0,0.0,,1980
EMEC,,,,0,0,,19,10.0,,21392,,8,35.939999999999998,31.190000000000001,4.0,MW,43,2,1.0,0.0,,1980
EMEC,,,,0,0,,20,66.0,,21395,,10,35.780000000000001,31.010000000000002,4.4000000000000004,MW,26,2,1.0,0.0,,1980
GII,,,,0,0,,24,10.0,,41474,,0,32.688800000000001,34.430999999999997,4.0999999999999996,MB,53,3,0.0,0.26266666666666666,,1980
GII,,,,0,0,,29,10.0,,41475,,1,34.768599999999999,32.367800000000003,4.0999999999999996,MB,24,4,42.598999999999997,0.26266666666666666,,1980
GII,,,,0,0,,3,33.0,,41476,,15,29.577500000000001,32.570399999999999,4.2999999999999998,MB,38,5,13.6,0.26266666666666666,,1980
EMEC,,,,0,0,,19,50.0,,21507,,15,37.57,35.920000000000002,4.7999999999999998,MW,50,5,1.0,0.0,,1980
EMEC,,,,0,0,,5,42.0,,21551,,2,36.170000000000002,33.950000000000003,4.2999999999999998,MW,48,7,1.0,0.0,,1980
EMEC,,,,0,0,,1,10.0,,21712,,16,37.640000000000001,36.149999999999999,4.2999999999999998,MW,39,9,1.0,0.0,,1980
IRIS,,,,0,0,,22,2.6000000000000001,,58596,,5,36.688800000000001,30.480699999999999,4.0999999999999996,MB,20,9,10.0,0.26266666666666666,,1980
EMEC,,,,0,0,,22,65.0,,21736,,19,35.32,31.859999999999999,4.4000000000000004,MW,36,9,1.0,0.0,,1980
IRIS,,,,0,379,,5,63.899999999999999,,58594,,21,37.600499999999997,37.1496,4.2999999999999998,MB,31,10,40.0,0.26266666666666666,,1980
EMEC,,,,0,0,,30,80.0,,21901,,1,36.030000000000001,31.379999999999999,4.7999999999999998,MW,8,11,1.0,0.0,,1980
EMEC,,,,0,212,,29,65.0,,22014,,7,36.119999999999997,30.780000000000001,4.5999999999999996,MW,24,1,1.0,0.0,,1981
EMEC,,,,0,0,,30,67.0,,22017,,5,36.359999999999999,30.640000000000001,4.4000000000000004,MW,28,1,1.0,0.0,,1981
IRIS,,,,0,0,,3,13.199999999999999,,58584,,13,37.4392,30.7361,4.0999999999999996,MB,11,2,22.0,0.26266666666666666,,1981
EMEC,,,,0,0,,19,52.0,,22064,,2,36.350000000000001,36.420000000000002,4.7000000000000002,MW,41,2,1.0,0.0,,1981
EMEC,,,,0,0,,24,36.0,,22081,,22,36.439999999999998,36.18,4.5,MW,41,2,1.0,0.0,,1981
EMEC,,,,0,0,,25,42.0,,22343,,4,37.729999999999997,31.719999999999999,4.5999999999999996,MW,46,3,1.0,0.0,,1981
EMEC,,,,0,63,,26,76.0,,22406,,14,36.530000000000001,30.649999999999999,5.5999999999999996,MW,13,4,1.0,0.0,,1981
EMEC,,,,0,0,,15,999.0,,22459,,20,37.439999999999998,30.0,4.2000000000000002,MW,49,5,1.0,0.0,,1981
EMEC,,,,0,0,,30,63.0,,22674,,7,36.170000000000002,35.890000000000001,4.7999999999999998,MW,59,6,1.0,0.0,,1981
NCEDCB,,,,0,0,,10,125.8,,68561,,21,37.090000000000003,31.143000000000001,4.2000000000000002,MB,39,7,32.329999999999998,0.26266666666666666,,1981
EMEC,,,,0,0,,28,10.0,,22836,,13,37.420000000000002,30.300000000000001,4.2000000000000002,MW,28,7,1.0,0.0,,1981
NCEDCB,,,,0,0,,10,50.899999999999999,,68562,,5,35.991,29.960000000000001,4.5999999999999996,MB,21,8,24.18,0.26266666666666666,,1981
IRIS,,,,0,0,,28,98.5,,58566,,13,37.207500000000003,30.872,4.0999999999999996,ML,20,8,31.0,0.20000000000000001,,1981
IRIS,,,,0,0,,12,29.0,,58565,,12,36.917299999999997,30.035799999999998,4.2999999999999998,ML,29,9,23.0,0.20000000000000001,,1981
EMEC,,,,0,0,,11,66.0,,23039,,10,36.25,30.359999999999999,4.9000000000000004,MW,29,11,1.0,0.0,,1981
IRIS,,,,0,0,,13,10.0,,58558,,6,37.118000000000002,30.1313,4.2999999999999998,ML,10,11,9.0,0.20000000000000001,,1981
IRIS,,,,0,0,,17,10.0,,58557,,3,37.329999999999998,30.100000000000001,4.0,MB,41,11,27.0,0.26266666666666666,,1981
GII,,,,0,0,,24,9.0,,41479,,9,33.060899999999997,35.661900000000003,4.2999999999999998,MB,37,11,3.621,0.26266666666666666,,1981
NCEDCB,,,,0,0,,27,10.0,,68564,,13,35.924999999999997,30.16,4.5999999999999996,MB,30,11,27.940000000000001,0.26266666666666666,,1981
IRIS,,,,0,0,,12,10.0,,58551,,19,37.116300000000003,31.941400000000002,5.0999999999999996,ML,31,12,45.0,0.20000000000000001,,1981
IRIS,,,,0,0,,13,1.0,,58550,,18,32.7256,35.508400000000002,4.4000000000000004,ML,35,1,56.0,0.20000000000000001,,1982
EMEC,,,,0,0,,19,46.0,,23280,,18,35.93,35.609999999999999,4.5999999999999996,MW,38,1,1.0,0.0,,1982
EMEC,,,,0,0,,11,33.0,,23327,,15,36.079999999999998,35.890000000000001,4.2999999999999998,MW,50,2,1.0,0.0,,1982
EMEC,,,,0,0,,6,44.0,,23358,,8,34.939999999999998,30.440000000000001,4.5,MW,14,3,1.0,0.0,,1982
EMEC,,,,0,0,,11,15.0,,23365,,23,33.57,33.869999999999997,4.5,MW,9,3,1.0,0.0,,1982
GII,,,,0,0,,11,24.0,,41481,,23,33.236499999999999,33.774000000000001,4.2000000000000002,MB,9,3,19.812999999999999,0.26266666666666666,,1982
GII,,,,0,0,,23,33.0,,41482,,10,27.960000000000001,34.369999999999997,4.2999999999999998,MB,48,3,28.0,0.26266666666666666,,1982
EMEC,,,,0,385,,24,59.0,,23464,,0,37.740000000000002,35.399999999999999,4.2999999999999998,MW,2,4,1.0,0.0,,1982
