Agency,ErrorStrike,SemiMajor90,SemiMinor90,cluster_flag,cluster_index,comment,day,depth,depthError,eventID,flag,hour,latitude,longitude,magnitude,magnitudeType,minute,month,second,sigmaMagnitude,timeError,year
NCEDCB,,,,0,0,,11,33.0,,68524,,22,37.225999999999999,35.997999999999998,4.7000000000000002,MB,48,12,33.700000000000003,0.26266666666666666,,1977
EMEC,,,,0,0,,21,999.0,,20306,,5,36.149999999999999,33.109999999999999,4.0,MW,36,12,1.0,0.0,,1977
EMEC,,,,0,279,,30,36.0,,20358,,7,34.670000000000002,33.840000000000003,4.5999999999999996,MW,52,1,1.0,0.0,,1978
EMEC,,,,0,0,,9,42.0,,20378,,21,37.07,36.840000000000003,4.5,MW,10,2,1.0,0.0,,1978
NCEDCB,,,,0,0,,21,114.0,,68527,,2,36.966999999999999,30.978999999999999,4.0999999999999996,MB,38,3,24.199999999999999,0.26266666666666666,,1978
EMEC,,,,0,0,,21,33.0,,20472,,19,34.509999999999998,33.020000000000003,4.0,MW,12,4,1.0,0.0,,1978
EMEC,,,,0,0,,22,48.0,,20475,,5,35.219999999999999,36.210000000000001,4.2999999999999998,MW,1,4,1.0,0.0,,1978
EMEC,,,,0,420,,24,999.0,,20622,,0,35.299999999999997,31.100000000000001,4.4000000000000004,MW,51,6,1.0,0.0,,1978
EMEC,,,,0,237,,29,28.0,,20674,,4,37.57,30.02,4.7000000000000002,MW,34,7,1.0,0.0,,1978
GII,,,,0,0,,8,10.0,,41463,,22,32.808399999999999,35.305500000000002,4.2000000000000002,MD,6,8,0.0,0.29999999999999999,,1978
IRIS,,,,0,0,,30,10.0,,58645,,23,36.899999999999999,30.600000000000001,4.2999999999999998,MB,52,8,8.0,0.26266666666666666,,1978
EMEC,,,,0,0,,11,33.0,,20815,,2,37.439999999999998,38.109999999999999,4.5999999999999996,MW,47,11,1.0,0.0,,1978
IRIS,,,,0,612,,13,101.2,,58639,,4,35.6875,31.052099999999999,4.2999999999999998,MB,45,1,52.0,0.26266666666666666,,1979
NCEDCB,,,,0,0,,21,10.0,,68533,,5,37.793999999999997,39.015000000000001,4.4000000000000004,MB,4,3,14.199999999999999,0.26266666666666666,,1979
GII,,,,0,176,,23,10.0,,41470,,13,31.239000000000001,35.461399999999998,4.9000000000000004,MB,1,4,0.0,0.26266666666666666,,1979
EMEC,,,,0,0,,26,45.0,,21020,,9,37.5379,36.159799999999997,4.7999999999999998,MB,28,4,1.0,0.26266666666666666,,1979
NCEDCB,,,,0,0,,25,10.0,,68537,,17,25.202999999999999,36.499000000000002,4.7000000000000002,MB,10,5,56.799999999999997,0.26266666666666666,,1979
AM93,,,,0,53,,28,111.0,,107,,9,34.810000000000002,31.719999999999999,5.7999999999999998,MB,27,5,34.0,0.26266666666666666,,1979
ISC,,,,0,38,,28,102.09999999999999,,2455,,9,36.463999999999999,31.77,6.0,MW,27,5,34.469999999999999,0.0,,1979
EMEC,,,,0,427,,11,80.0,,21182,,20,35.609999999999999,31.199999999999999,4.4000000000000004,MW,19,8,1.0,0.0,,1979
EMEC,,,,0,428,,14,10.0,,21187,,17,33.600000000000001,34.560000000000002,4.4000000000000004,MW,32,8,1.0,0.0,,1979
EMEC,,,,0,0,,31,999.0,,21214,,21,36.450000000000003,34.770000000000003,4.0999999999999996,MW,50,8,1.0,0.0,,1979
NCEDCB,,,,0,0,,8,54.0,,68540,,15,36.139000000000003,30.553999999999998,4.0,MB,9,9,27.899999999999999,0.26266666666666666,,1979
NCEDCB,,,,0,289,,14,10.0,,68541,,17,37.002000000000002,30.201000000000001,4.5999999999999996,MB,26,9,46.700000000000003,0.26266666666666666,,1979
IRIS,,,,0,0,,17,24.199999999999999,,58620,,2,37.557899999999997,30.127199999999998,4.0,MB,36,9,54.0,0.26266666666666666,,1979
EMEC,,,,0,0,,20,49.0,,21240,,10,35.200000000000003,30.890000000000001,4.4000000000000004,MW,36,9,1.0,0.0,,1979
EMEC,,,,0,95,,28,47.0,,21346,,3,37.520000000000003,35.850000000000001,5.4000000000000004,MW,9,12,1.0,0.0,,1979
EMEC,,,,0,0,,2,32.0,,21351,,12,36.560000000000002,36.380000000000003,4.7000000000000002,MW,52,1,1.0,0.0,,1980
EMEC,,,,0,430,,20,66.0,,21395,,10,35.780000000000001,31.010000000000002,4.4000000000000004,MW,26,2,1.0,0.0,,1980
GII,,,,0,0,,24,10.0,,41474,,0,32.688800000000001,34.430999999999997,4.0999999999999996,MB,53,3,0.0,0.26266666666666666,,1980
GII,,,,0,0,,3,33.0,,41476,,15,29.577500000000001,32.570399999999999,4.2999999999999998,MB,38,5,13.6,0.26266666666666666,,1980
EMEC,,,,0,0,,5,42.0,,21551,,2,36.170000000000002,33.950000000000003,4.2999999999999998,MW,48,7,1.0,0.0,,1980
IRIS,,,,0,0,,22,2.6000000000000001,,58596,,5,36.688800000000001,30.480699999999999,4.0999999999999996,MB,20,9,10.0,0.26266666666666666,,1980
EMEC,,,,0,0,,22,65.0,,21736,,19,35.32,31.859999999999999,4.4000000000000004,MW,36,9,1.0,0.0,,1980
IRIS,,,,0,630,,5,63.899999999999999,,58594,,21,37.600499999999997,37.1496,4.2999999999999998,MB,31,10,40.0,0.26266666666666666,,1980
EMEC,,,,0,216,,30,80.0,,21901,,1,36.030000000000001,31.379999999999999,4.7999999999999998,MW,8,11,1.0,0.0,,1980
IRIS,,,,0,0,,3,13.199999999999999,,58584,,13,37.4392,30.7361,4.0999999999999996,MB,11,2,22.0,0.26266666666666666,,1981
EMEC,,,,0,242,,19,52.0,,22064,,2,36.350000000000001,36.420000000000002,4.7000000000000002,MW,41,2,1.0,0.0,,1981
EMEC,,,,0,0,,25,42.0,,22343,,4,37.729999999999997,31.719999999999999,4.5999999999999996,MW,46,3,1.0,0.0,,1981
EMEC,,,,0,74,,26,76.0,,22406,,14,36.530000000000001,30.649999999999999,5.5999999999999996,MW,13,4,1.0,0.0,,1981
EMEC,,,,0,781,,15,999.0,,22459,,20,37.439999999999998,30.0,4.2000000000000002,MW,49,5,1.0,0.0,,1981
NCEDCB,,,,0,784,,10,125.8,,68561,,21,37.090000000000003,31.143000000000001,4.2000000000000002,MB,39,7,32.329999999999998,0.26266666666666666,,1981
NCEDCB,,,,0,295,,10,50.899999999999999,,68562,,5,35.991,29.960000000000001,4.5999999999999996,MB,21,8,24.18,0.26266666666666666,,1981
IRIS,,,,0,642,,12,29.0,,58565,,12,36.917299999999997,30.035799999999998,4.2999999999999998,ML,29,9,23.0,0.20000000000000001,,1981
IRIS,,,,0,0,,12,10.0,,58551,,19,37.116300000000003,31.941400000000002,5.0999999999999996,ML,31,12,45.0,0.20000000000000001,,1981
IRIS,,,,0,439,,13,1.0,,58550,,18,32.7256,35.508400000000002,4.4000000000000004,ML,35,1,56.0,0.20000000000000001,,1982
EMEC,,,,0,298,,19,46.0,,23280,,18,35.93,35.609999999999999,4.5999999999999996,MW,38,1,1.0,0.0,,1982
EMEC,,,,0,0,,6,44.0,,23358,,8,34.939999999999998,30.440000000000001,4.5,MW,14,3,1.0,0.0,,1982
EMEC,,,,0,362,,11,15.0,,23365,,23,33.57,33.869999999999997,4.5,MW,9,3,1.0,0.0,,1982
GII,,,,0,0,,23,33.0,,41482,,10,27.960000000000001,34.369999999999997,4.2999999999999998,MB,48,3,28.0,0.26266666666666666,,1982
EMEC,,,,0,651,,24,59.0,,23464,,0,37.740000000000002,35.399999999999999,4.2999999999999998,MW,2,4,1.0,0.0,,1982
EMEC,,,,0,0,,18,54.0,,23531,,19,37.100000000000001,36.399999999999999,4.2000000000000002,MW,38,5,1.0,0.0,,1982
EMEC,,,,0,0,,20,71.0,,23535,,3,35.049999999999997,33.700000000000003,4.5999999999999996,MW,28,5,1.0,0.0,,1982
GII,,,,0,0,,20,6.0,,41484,,3,34.609400000000001,34.087800000000001,4.5,MB,28,5,9.5649999999999995,0.26266666666666666,,1982
NCEDCB,,,,0,0,,10,60.899999999999999,,68571,,6,35.811,31.327999999999999,4.0,MB,27,6,8.4499999999999993,0.26266666666666666,,1982
IRIS,,,,0,794,,23,10.0,,58528,,5,36.428600000000003,30.587499999999999,4.2000000000000002,MB,0,8,41.0,0.26266666666666666,,1982
NCEDCB,,,,0,0,,14,10.0,,68572,,13,26.872,34.814,4.7999999999999998,MB,40,10,23.16,0.26266666666666666,,1982
NCEDCB,,,,0,365,,30,10.0,,68573,,4,27.763999999999999,34.002000000000002,4.5,MB,36,10,46.289999999999999,0.26266666666666666,,1982
EMEC,,,,0,0,,15,97.0,,23802,,2,35.479999999999997,31.5,4.2999999999999998,MW,37,11,1.0,0.0,,1982
EMEC,,,,0,0,,19,37.0,,23845,,19,34.890000000000001,34.060000000000002,4.9000000000000004,MW,17,12,1.0,0.0,,1982
EMEC,,,,0,0,,2,10.0,,23864,,18,37.799999999999997,38.100000000000001,4.5,MW,5,1,1.0,0.0,,1983
IRIS,,,,0,0,,31,20.0,,58518,,3,29.9511,34.633000000000003,4.4000000000000004,ML,55,1,22.0,0.20000000000000001,,1983
IRIS,,,,0,182,,31,21.0,,58512,,17,29.824999999999999,33.897300000000001,4.7999999999999998,ML,36,1,22.0,0.20000000000000001,,1983
GII,,,,0,126,,3,2.0,,41527,,23,29.224599999999999,34.772300000000001,5.0999999999999996,MB,30,2,25.420000000000002,0.26266666666666666,,1983
GII,,,,0,0,,4,6.0,,41529,,0,28.977399999999999,34.1601,4.2000000000000002,MB,48,2,38.317,0.26266666666666666,,1983
IRIS,,,,0,99,,10,21.0,,58483,,17,28.921299999999999,35.618099999999998,5.2999999999999998,ML,29,2,19.0,0.20000000000000001,,1983
IRIS,,,,0,0,,13,32.0,,58478,,22,36.748600000000003,30.116099999999999,4.0,ML,29,2,17.0,0.20000000000000001,,1983
EMEC,,,,0,311,,14,101.0,,24457,,5,37.100000000000001,30.949999999999999,4.5,MW,59,4,1.0,0.0,,1983
GII,,,,0,677,,31,25.0,,41581,,16,34.108899999999998,32.7455,4.2000000000000002,MB,10,5,21.646000000000001,0.26266666666666666,,1983
EMEC,,,,0,0,,3,8.0,,24589,,2,33.829999999999998,35.75,4.7999999999999998,MW,4,6,1.0,0.0,,1983
GII,,,,0,112,,12,25.0,,41583,,12,28.7928,32.9756,5.2000000000000002,MB,0,6,13.300000000000001,0.26266666666666666,,1983
GII,,,,0,0,,15,6.0,,41585,,22,27.1904,34.497799999999998,4.2999999999999998,MB,19,6,48.595999999999997,0.26266666666666666,,1983
IRIS,,,,0,0,,7,7.4000000000000004,,58465,,21,36.688899999999997,30.540600000000001,4.7000000000000002,MB,31,7,10.0,0.26266666666666666,,1983
IRIS,,,,0,827,,20,10.0,,58461,,4,37.609200000000001,30.1356,4.0999999999999996,ML,41,7,49.0,0.20000000000000001,,1983
GII,,,,0,0,,22,10.0,,41588,,14,35.852600000000002,37.5471,4.0,MD,44,7,44.415999999999997,0.29999999999999999,,1983
IRIS,,,,0,0,,6,2.0,,58460,,2,26.710000000000001,32.43,4.4000000000000004,ML,7,8,20.0,0.20000000000000001,,1983
EMEC,,,,0,0,,11,33.0,,24758,,5,35.619999999999997,31.129999999999999,5.0,MW,26,8,1.0,0.0,,1983
EMEC,,,,0,0,,19,33.0,,24781,,12,35.560000000000002,32.060000000000002,4.0,MW,19,8,1.0,0.0,,1983
EMEC,,,,0,252,,24,46.0,,24857,,16,34.619999999999997,33.310000000000002,4.5999999999999996,MW,40,9,1.0,0.0,,1983
EMEC,,,,0,481,,28,58.0,,24863,,20,34.869999999999997,32.719999999999999,4.2999999999999998,MW,0,9,1.0,0.0,,1983
EMEC,,,,0,0,,24,37.0,,25023,,0,37.049999999999997,36.119999999999997,4.7999999999999998,MW,14,11,1.0,0.0,,1983
GII,,,,0,962,,26,25.0,,41603,,11,34.581299999999999,32.743899999999996,4.0,MD,25,1,16.149000000000001,0.29999999999999999,,1984
IRIS,,,,0,129,,2,15.0,,58434,,21,37.208100000000002,30.805900000000001,5.0999999999999996,MS,10,2,29.0,0.17000000000000001,,1984
IRIS,,,,0,684,,8,10.6,,58433,,0,32.144799999999996,36.067500000000003,4.2000000000000002,MS,34,2,56.0,0.17000000000000001,,1984
EMEC,,,,0,0,,11,83.0,,25173,,8,36.829999999999998,30.300000000000001,4.9000000000000004,MW,12,2,1.0,0.0,,1984
GII,,,,0,485,,2,14.0,,41604,,19,28.627600000000001,35.405200000000001,4.2999999999999998,MB,54,3,52.295999999999999,0.26266666666666666,,1984
IRIS,,,,0,486,,5,4.2000000000000002,,58422,,19,33.213500000000003,35.527700000000003,4.2999999999999998,ML,33,3,13.0,0.20000000000000001,,1984
AM93,,,,0,0,,28,37.700000000000003,,109,,16,34.751899999999999,31.300000000000001,4.5,MB,15,3,6.0,0.26266666666666666,,1984
ISC,,,,0,88,,28,36.700000000000003,,2475,,16,34.770000000000003,33.640000000000001,5.4000000000000004,MS,15,3,7.9800000000000004,0.17000000000000001,,1984
GII,,,,0,686,,29,19.0,,41608,,15,31.337800000000001,35.402000000000001,4.2000000000000002,MD,10,3,5.3479999999999999,0.29999999999999999,,1984
GII,,,,0,160,,29,25.0,,41609,,21,30.039200000000001,32.098500000000001,4.9000000000000004,MB,36,3,10.137,0.26266666666666666,,1984
GII,,,,0,0,,6,9.0,,41610,,18,30.334900000000001,33.8767,4.5,MB,30,4,55.518000000000001,0.26266666666666666,,1984
EMEC,,,,0,253,,7,48.0,,25276,,9,33.780000000000001,32.149999999999999,4.5999999999999996,MW,20,4,1.0,0.0,,1984
EMEC,,,,0,254,,16,47.0,,25288,,17,35.719999999999999,31.199999999999999,4.5999999999999996,MW,55,4,1.0,0.0,,1984
GII,,,,0,0,,18,5.0,,41612,,20,28.837399999999999,33.384500000000003,4.2999999999999998,MB,20,4,23.541,0.26266666666666666,,1984
EMEC,,,,0,0,,7,101.0,,25342,,6,36.619999999999997,31.370000000000001,4.5999999999999996,MW,15,5,1.0,0.0,,1984
IRIS,,,,0,0,,10,12.0,,58394,,8,36.170000000000002,36.759999999999998,4.0,ML,11,5,41.0,0.20000000000000001,,1984
GII,,,,0,382,,25,5.0,,41617,,7,27.540500000000002,35.3127,4.4000000000000004,MD,5,5,5.9210000000000003,0.29999999999999999,,1984
IRIS,,,,0,970,,29,1.0,,58374,,0,28.23,34.780000000000001,4.0,ML,51,5,12.0,0.20000000000000001,,1984
NCEDCB,,,,0,0,,2,10.0,,68594,,1,25.257000000000001,34.564999999999998,5.0999999999999996,MW,46,7,58.899999999999999,0.0,,1984
IRIS,,,,0,976,,26,12.0,,58353,,5,31.355699999999999,35.421799999999998,4.0,ML,28,7,11.0,0.20000000000000001,,1984
IRIS,,,,0,0,,27,1.0,,58350,,12,28.100000000000001,30.359999999999999,4.0999999999999996,ML,6,7,19.0,0.20000000000000001,,1984
GII,,,,0,694,,21,15.0,,41632,,22,30.501999999999999,35.283200000000001,4.2000000000000002,MD,16,8,57.950000000000003,0.29999999999999999,,1984
GII,,,,0,114,,24,12.0,,41633,,6,32.650799999999997,35.191499999999998,5.2000000000000002,MB,2,8,25.358000000000001,0.26266666666666666,,1984
EMEC,,,,0,0,,24,10.0,,25548,,22,37.630000000000003,30.140000000000001,4.2000000000000002,MW,28,8,1.0,0.0,,1984
IRIS,,,,0,0,,7,2.0,,58329,,23,27.100000000000001,34.960000000000001,4.4000000000000004,ML,26,9,49.0,0.20000000000000001,,1984
EMEC,,,,0,0,,13,7.0,,25578,,1,35.960000000000001,30.149999999999999,4.2000000000000002,MW,25,9,1.0,0.0,,1984
GII,,,,0,982,,20,4.0,,41636,,4,34.282499999999999,32.609999999999999,4.0,MD,47,9,40.610999999999997,0.29999999999999999,,1984
IRIS,,,,0,0,,30,1.0,,58310,,4,25.98,35.009999999999998,4.9000000000000004,ML,40,9,57.0,0.20000000000000001,,1984
EMEC,,,,0,0,,6,58.0,,25617,,11,35.740000000000002,30.699999999999999,4.0999999999999996,MW,46,10,1.0,0.0,,1984
GII,,,,0,0,,18,6.0,,41638,,6,28.9267,34.519100000000002,4.2999999999999998,MD,48,10,33.631999999999998,0.29999999999999999,,1984
IRIS,,,,0,130,,18,17.800000000000001,,58302,,7,33.226500000000001,35.625900000000001,5.0999999999999996,ML,19,10,18.0,0.20000000000000001,,1984
GII,,,,0,504,,23,2.0,,41641,,19,31.216000000000001,35.386299999999999,4.2999999999999998,MD,57,10,14.371,0.29999999999999999,,1984
GII,,,,0,260,,5,5.0,,41643,,1,32.1218,35.382300000000001,4.5999999999999996,MD,15,11,25.666,0.29999999999999999,,1984
EMEC,,,,0,0,,15,39.0,,25676,,3,37.119999999999997,36.280000000000001,4.4000000000000004,MW,28,11,1.0,0.0,,1984
IRIS,,,,0,322,,8,10.0,,58266,,7,28.0426,34.1295,4.5,MB,41,12,53.0,0.26266666666666666,,1984
AM93,,,,0,79,,18,39.0,,110,,13,36.219999999999999,31.489999999999998,5.5,MS,59,12,0.0,0.17000000000000001,,1984
GII,,,,0,0,,21,1.0,,41647,,3,29.408999999999999,32.476399999999998,4.4000000000000004,MD,17,12,46.512999999999998,0.29999999999999999,,1984
GII,,,,0,0,,29,5.0,,41648,,18,27.5303,34.087899999999998,4.2000000000000002,MD,10,12,6.2480000000000002,0.29999999999999999,,1984
GII,,,,0,0,,13,10.0,,41649,,15,27.103100000000001,34.628,4.4000000000000004,MB,8,1,47.390999999999998,0.26266666666666666,,1985
NCEDCB,,,,0,262,,28,10.0,,68606,,16,27.962,33.817,4.5999999999999996,MB,55,2,47.219999999999999,0.26266666666666666,,1985
EMEC,,,,0,0,,13,10.0,,25831,,19,36.859999999999999,31.699999999999999,4.0999999999999996,MW,45,3,1.0,0.0,,1985
IRIS,,,,0,0,,19,4.0,,58226,,5,34.609999999999999,35.009999999999998,4.0999999999999996,ML,27,3,52.0,0.20000000000000001,,1985
GII,,,,0,0,,26,25.0,,41653,,3,34.198399999999999,37.112299999999998,4.2999999999999998,MB,53,4,17.131,0.26266666666666666,,1985
IRIS,,,,0,0,,25,33.0,,58195,,9,33.377600000000001,31.632100000000001,4.4000000000000004,ML,40,5,48.0,0.20000000000000001,,1985
IRIS,,,,0,115,,4,139.30000000000001,,58193,,3,37.1539,31.0776,5.2000000000000002,MS,15,6,16.0,0.17000000000000001,,1985
IRIS,,,,0,523,,4,1.6000000000000001,,58192,,10,30.921600000000002,36.212200000000003,4.2999999999999998,MS,7,6,28.0,0.17000000000000001,,1985
IRIS,,,,0,716,,5,23.399999999999999,,58191,,22,32.1038,35.541699999999999,4.2000000000000002,MS,47,6,48.0,0.17000000000000001,,1985
EMEC,,,,0,133,,6,54.0,,25961,,13,35.560000000000002,31.210000000000001,5.0999999999999996,MW,8,6,1.0,0.0,,1985
EMEC,,,,0,264,,6,42.0,,25962,,18,34.850000000000001,32.649999999999999,4.5999999999999996,MW,18,6,1.0,0.0,,1985
EMEC,,,,0,0,,22,33.0,,25986,,7,37.259999999999998,36.979999999999997,4.5999999999999996,MW,58,6,1.0,0.0,,1985
GII,,,,0,863,,8,25.0,,41658,,20,34.736899999999999,33.904000000000003,4.0999999999999996,MD,50,8,16.867000000000001,0.29999999999999999,,1985
GII,,,,0,0,,25,4.0,,41662,,6,34.403700000000001,33.552199999999999,4.0,MD,39,10,1.853,0.29999999999999999,,1985
GII,,,,0,0,,26,25.0,,41664,,1,27.910599999999999,34.689799999999998,4.4000000000000004,MD,9,10,36.575000000000003,0.29999999999999999,,1985
GII,,,,0,0,,26,24.0,,41665,,19,34.466700000000003,36.335599999999999,4.2999999999999998,MD,53,10,26.183,0.29999999999999999,,1985
IRIS,,,,0,1001,,13,25.0,,58145,,21,29.8171,32.082500000000003,4.0,ML,31,11,9.0,0.20000000000000001,,1985
EMEC,,,,0,867,,16,66.0,,26139,,11,35.030000000000001,33.439999999999998,4.0999999999999996,MW,26,11,1.0,0.0,,1985
EMEC,,,,0,0,,17,10.0,,26140,,0,37.600000000000001,33.299999999999997,4.2000000000000002,MW,16,11,1.0,0.0,,1985
IRIS,,,,0,868,,5,33.0,,58139,,19,36.479700000000001,30.258700000000001,4.0999999999999996,ML,58,12,35.0,0.20000000000000001,,1985
GII,,,,0,532,,11,25.0,,41667,,16,34.685499999999998,32.979799999999997,4.2999999999999998,MB,0,12,51.987000000000002,0.26266666666666666,,1985
EMEC,,,,0,227,,21,33.0,,26183,,5,37.549999999999997,35.469999999999999,4.7000000000000002,MW,5,12,1.0,0.0,,1985
IRIS,,,,0,333,,31,10.0,,58127,,17,30.418399999999998,35.051400000000001,4.5,ML,4,12,23.0,0.20000000000000001,,1985
NCEDCB,,,,0,165,,31,10.0,,68619,,19,29.074999999999999,34.854999999999997,4.9000000000000004,MB,42,12,40.640000000000001,0.26266666666666666,,1985
EMEC,,,,0,399,,19,33.0,,26307,,16,35.619999999999997,31.210000000000001,4.4000000000000004,MW,24,3,1.0,0.0,,1986
NCEDCB,,,,0,0,,8,10.0,,68622,,8,27.215,34.290999999999997,4.2999999999999998,MB,43,4,34.609999999999999,0.26266666666666666,,1986
IRIS,,,,0,335,,12,8.6999999999999993,,58115,,19,33.065100000000001,35.738,4.5,MS,20,4,35.0,0.17000000000000001,,1986
GII,,,,0,0,,18,25.0,,41675,,18,34.363700000000001,35.921700000000001,4.0999999999999996,MD,51,4,45.107999999999997,0.29999999999999999,,1986
IRIS,,,,0,1007,,18,8.0,,58112,,19,33.674100000000003,35.712000000000003,4.0,ML,4,4,3.0,0.20000000000000001,,1986
IRIS,,,,0,401,,4,8.8000000000000007,,58107,,7,32.154699999999998,35.353000000000002,4.4000000000000004,MS,23,5,49.0,0.17000000000000001,,1986
NCEDCB,,,,0,0,,6,10.0,,68624,,10,37.671999999999997,37.981999999999999,4.5999999999999996,MB,50,6,31.539999999999999,0.26266666666666666,,1986
EMEC,,,,0,0,,29,50.0,,26540,,0,35.960000000000001,30.449999999999999,4.4000000000000004,MW,45,6,1.0,0.0,,1986
EMEC,,,,0,0,,4,10.0,,26543,,15,36.280000000000001,32.350000000000001,4.0999999999999996,MW,3,7,1.0,0.0,,1986
AM93,,,,0,70,,7,49.0,,111,,14,35.289999999999999,35.32,5.5999999999999996,MS,17,7,0.0,0.17000000000000001,,1986
GII,,,,0,0,,7,25.0,,41678,,14,34.595999999999997,33.951500000000003,4.5,MB,17,7,30.436,0.26266666666666666,,1986
EMEC,,,,0,0,,12,10.0,,26560,,10,32.420000000000002,30.5,4.2000000000000002,MW,29,7,1.0,0.0,,1986
AM93,,,,0,0,,30,37.0,,112,,2,34.670000000000002,32.306800000000003,4.5,MB,12,7,59.0,0.26266666666666666,,1986
GII,,,,0,0,,30,25.0,,41679,,2,34.106499999999997,32.886899999999997,4.7000000000000002,MB,13,7,9.9109999999999996,0.26266666666666666,,1986
EMEC,,,,0,104,,3,39.0,,26586,,1,37.189999999999998,37.159999999999997,5.2999999999999998,MW,33,8,1.0,0.0,,1986
GII,,,,0,877,,7,8.0,,41681,,19,29.2026,34.863799999999998,4.0999999999999996,MB,52,8,20.981000000000002,0.26266666666666666,,1986
EMEC,,,,0,337,,5,73.0,,26650,,19,36.060000000000002,31.75,4.5,MW,53,9,1.0,0.0,,1986
KOERI,,,,0,0,,14,10.0,,67268,,17,37.560000000000002,36.189999999999998,4.0,MB,5,9,38.200000000000003,0.26266666666666666,,1986
EMEC,,,,0,269,,22,24.0,,26679,,16,34.689999999999998,29.969999999999999,4.5999999999999996,MW,44,9,1.0,0.0,,1986
EMEC,,,,0,338,,18,10.0,,26708,,0,29.670000000000002,31.789999999999999,4.5,MW,32,10,1.0,0.0,,1986
IRIS,,,,0,881,,22,5.0,,58078,,8,33.477899999999998,36.0,4.0999999999999996,ML,1,10,26.0,0.20000000000000001,,1986
EMEC,,,,0,0,,26,63.0,,26795,,23,35.920000000000002,30.760000000000002,4.9000000000000004,MW,8,11,1.0,0.0,,1986
EMEC,,,,0,0,,8,130.0,,26807,,5,36.600000000000001,31.73,4.7999999999999998,MW,58,12,1.0,0.0,,1986
GII,,,,0,546,,2,15.0,,41689,,10,30.3309,32.303199999999997,4.2999999999999998,MB,14,1,47.545999999999999,0.26266666666666666,,1987
EMEC,,,,0,93,,15,40.0,,26852,,11,34.630000000000003,33.850000000000001,5.4000000000000004,MW,19,1,1.0,0.0,,1987
EMEC,,,,0,168,,18,49.0,,26894,,5,34.899999999999999,32.259999999999998,4.9000000000000004,MW,34,2,1.0,0.0,,1987
NCEDCB,,,,0,1021,,27,33.0,,68642,,21,34.984999999999999,30.902999999999999,4.0,MB,14,3,36.799999999999997,0.26266666666666666,,1987
GII,,,,0,550,,27,9.0,,41698,,20,31.258900000000001,35.486899999999999,4.2999999999999998,MB,41,4,47.456000000000003,0.26266666666666666,,1987
NCEDCB,,,,0,0,,20,33.0,,68644,,23,35.340000000000003,38.070999999999998,4.7999999999999998,MB,0,5,40.409999999999997,0.26266666666666666,,1987
EMEC,,,,0,1023,,24,28.0,,27001,,13,34.729999999999997,33.159999999999997,4.0,MW,37,5,1.0,0.0,,1987
IRIS,,,,0,743,,1,10.0,,58028,,16,37.1952,30.430599999999998,4.2000000000000002,ML,49,7,57.0,0.20000000000000001,,1987
EMEC,,,,0,106,,3,52.0,,27099,,12,35.909999999999997,30.609999999999999,5.2999999999999998,MW,39,9,1.0,0.0,,1987
EMEC,,,,0,0,,4,10.0,,27103,,7,34.880000000000003,34.57,4.0999999999999996,MW,25,9,1.0,0.0,,1987
EMEC,,,,0,0,,6,25.0,,27108,,9,27.07,35.200000000000003,4.4000000000000004,MW,5,9,1.0,0.0,,1987
EMEC,,,,0,203,,14,111.0,,27119,,15,36.740000000000002,31.100000000000001,4.7999999999999998,MW,51,9,1.0,0.0,,1987
GII,,,,0,560,,1,3.0,,41709,,23,28.113,35.047800000000002,4.2999999999999998,MB,42,10,5.04,0.26266666666666666,,1987
GII,,,,0,0,,18,25.0,,41713,,1,28.938300000000002,34.793100000000003,4.5999999999999996,MB,5,10,35.619,0.26266666666666666,,1987
IRIS,,,,0,0,,18,10.0,,58011,,1,29.508500000000002,35.056899999999999,5.4000000000000004,ML,5,10,41.0,0.20000000000000001,,1987
IRIS,,,,0,231,,23,10.0,,58009,,16,31.0032,35.506500000000003,4.7000000000000002,ML,32,10,31.0,0.20000000000000001,,1987
EMEC,,,,0,204,,30,10.0,,27187,,10,37.640000000000001,37.560000000000002,4.7999999999999998,MW,28,10,1.0,0.0,,1987
EMEC,,,,0,151,,9,22.0,,27198,,6,34.719999999999999,32.960000000000001,5.0,MW,2,11,1.0,0.0,,1987
GII,,,,0,0,,18,7.0,,41717,,19,32.419800000000002,36.8551,4.0999999999999996,MB,14,11,52.631999999999998,0.26266666666666666,,1987
IRIS,,,,0,0,,14,10.0,,57997,,21,30.686199999999999,31.690100000000001,5.2999999999999998,ML,50,12,59.0,0.20000000000000001,,1987
EMEC,,,,0,564,,31,10.0,,27252,,17,37.020000000000003,36.020000000000003,4.2999999999999998,MW,26,12,1.0,0.0,,1987
EMEC,,,,0,409,,1,10.0,,27254,,4,36.350000000000001,35.469999999999999,4.4000000000000004,MW,17,1,1.0,0.0,,1988
IRIS,,,,0,272,,23,9.6999999999999993,,57989,,8,37.218400000000003,30.600000000000001,4.5999999999999996,MB,18,1,47.0,0.26266666666666666,,1988
GII,,,,0,0,,30,12.0,,41721,,3,32.195099999999996,35.504600000000003,4.2000000000000002,MB,0,1,0.438,0.26266666666666666,,1988
GII,,,,0,344,,5,8.0,,41722,,19,30.5014,35.174799999999998,4.5,MD,6,2,0.89400000000000002,0.29999999999999999,,1988
NCEDCB,,,,0,0,,16,101.90000000000001,,68664,,2,36.140000000000001,31.558,4.0,MB,4,2,56.380000000000003,0.26266666666666666,,1988
