eventID,Agency,institution,hour,dtime,magnitudeType,sigmaMagnitude,depth,longitude,month,second,magnitude,year,latitude,day,minute
45547,GSHAP_TR,PAPAZ.,1,23.000116089548452,MW,0,999.0,30.0,1,1.0,6.3,23,37.2,1,1
70706,SBEI,,1,37.000116089548456,MS,0.2,15.0,36.3,1,1.0,6.2,37,36.0,1,1
70707,SBEI,,1,53.000116089548456,MS,0.2,30.0,36.5,1,1.0,6.6,53,36.2,1,1
44743,GSHAP_TR,ANK,1,110.00011608954846,MW,0,999.0,36.0,1,1.0,6.7,110,36.2,1,1
70708,SBEI,,1,303.00011608954844,MS,0.2,20.0,34.3,1,1.0,7.1,303,33.8,1,1
0,AA14,,1,363.37819828132928,MS,0.2,999.0,35.2,5,1.0,6.8,363,31.5,19,1
70709,SBEI,,1,494.00011608954844,MS,0.2,25.0,36.3,1,1.0,6.5,494,35.8,1,1
70710,SBEI,,1,502.63847225393204,MS,0.2,30.0,34.8,8,1.0,7.2,502,33.0,22,1
45595,GSHAP_TR,PAPAZ.,1,530.00011608954844,MW,0,999.0,30.0,1,1.0,6.5,530,36.2,1,1
70711,SBEI,,1,531.00011608954844,MS,0.2,15.0,37.2,1,1.0,6.5,531,35.5,1,1
44,AM06,,1,551.51792430872649,MS,0.2,28.0,35.5,7,1.0,7.2,551,33.9,9,1
44759,GSHAP_TR,ANK,1,561.00011608954844,MW,0,999.0,35.9,1,1.0,6.7,561,37.2,1,1
70713,SBEI,,1,565.00011608954844,MS,0.17,30.0,36.2,1,1.0,6.1,565,36.0,1,1
1,AA14,,1,634.66586951420595,MW,0,999.0,35.5,9,1.0,6.0,634,32.3,1,1
2,AA14,,1,659.41381471968543,MW,0,999.0,35.5,6,1.0,6.0,659,32.3,1,1
45,AM06,,1,746.0466914320142,MS,0.2,999.0,35.8,1,1.0,7.0,746,32.8,18,1
70714,SBEI,,1,747.0466914320142,MS,0.2,25.0,35.6,1,1.0,6.2,747,32.5,18,1
3,MA03,,1,749.0466914320142,MS,0.2,999.0,35.5,1,1.0,7.3,749,32.5,18,1
70715,SBEI,,1,847.89600650050738,MS,0.2,35.0,36.3,11,1.0,7.5,847,34.4,24,1
70716,SBEI,,1,859.99463663749361,MS,0.2,33.0,36.4,12,1.0,7.4,859,35.7,30,1
46,AM06,,1,860.00011577236387,MS,0.2,999.0,35.5,1,1.0,7.0,860,35.5,1,1
70717,SBEI,,1,991.25765033612379,MS,0.2,22.0,36.4,4,1.0,7.1,991,33.7,5,1
2648,EMEC,KU,1,1002.8576503361238,MW,0,18.0,36.5,11,1.0,6.9,1002,36.5,10,1
70742,SHARE,,0,1003.2164383561644,MW,0,999.0,38.8,3,0.0,6.2,1003,37.1,21,0
2653,EMEC,FA,1,1016.0001157723639,MW,0,999.0,35.5,1,1.0,5.5,1016,32.2,1,1
2656,EMEC,KKP,1,1033.9261434868088,MW,0,999.0,35.5,12,1.0,6.5,1033,32.5,5,1
70758,SHARE,,4,1037.9621004566211,MW,0,999.0,38.8,12,0.0,5.8,1037,37.1,18,0
2666,EMEC,FA,1,1047.0001160895486,MW,0,999.0,35.5,1,1.0,6.5,1047,31.0,1,1
2670,EMEC,FA,1,1060.0001157723639,MW,0,999.0,35.5,1,1.0,6.1,1060,32.2,1,1
70718,SBEI,,1,1063.5754585553018,MS,0.2,32.0,36.2,7,1.0,6.9,1063,34.4,30,1
2671,EMEC,SDM,1,1063.5809380073567,MW,0,32.0,36.3,8,1.0,6.8,1063,34.4,1,1
2675,EMEC,ZIL05,1,1068.0001157723639,MW,0,999.0,35.3,1,1.0,6.9,1068,30.1,1,1
2676,EMEC,GC,1,1068.4072195975004,MW,0,999.0,35.3,5,1.0,7.0,1068,32.6,29,1
70785,SHARE,,0,1091.6657534246576,MW,0,999.0,36.1,9,0.0,5.8,1091,36.25,1,0
2683,EMEC,KKP,1,1091.7097051306444,MW,0,999.0,36.1,9,1.0,6.5,1091,36.1,17,1
2685,EMEC,FA,1,1094.4138147196854,MW,0,999.0,36.2,6,1.0,5.2,1094,33.3,1,1
2687,EMEC,GC,1,1097.9946366374936,MW,0,999.0,36.1,12,1.0,5.8,1097,36.2,30,1
2690,EMEC,GC,1,1105.9781982813292,MW,0,999.0,35.2,12,1.0,5.3,1105,31.8,24,1
2693,EMEC,GC,6,1111.6637557394724,MW,0,999.0,31.2,8,1.0,5.8,1111,30.0,31,30
2694,EMEC,KKP,1,1114.6055955416032,MW,0,999.0,36.0,8,1.0,6.7,1114,37.1,10,1
70719,SBEI,,1,1114.8329928018773,MS,0.2,40.0,38.5,11,1.0,7.4,1114,37.3,1,1
2696,EMEC,AMB09,1,1114.9097051306444,MW,0,999.0,37.2,11,1.0,6.8,1114,37.5,29,1
2699,EMEC,GC,1,1117.4823078703703,MW,0,999.0,35.2,6,1.0,6.3,1117,33.1,26,1
2712,EMEC,KKP,1,1138.7754585553018,MW,0,999.0,37.1,10,1.0,7.1,1138,36.1,11,1
2717,EMEC,KU,1,1149.0001160895486,MW,0,30.0,36.4,1,1.0,6.7,1149,35.9,1,1
2718,EMEC,GC,1,1150.0001160895486,MW,0,999.0,35.5,1,1.0,6.5,1150,31.8,1,1
2720,EMEC,SDM,1,1151.7398421169457,MW,0,12.0,36.7,9,1.0,5.9,1151,32.6,28,1
2721,EMEC,GC,4,1152.0851567559705,MW,0,999.0,36.5,2,1.0,5.0,1152,32.5,1,1
2724,EMEC,KU,1,1156.3771649526918,MW,0,30.0,36.6,5,1.0,7.4,1156,36.5,18,1
2725,EMEC,GC,1,1156.7815365373913,MW,0,999.0,36.4,10,1.0,5.5,1156,35.4,13,1
2726,EMEC,GC,1,1156.9372742423093,MW,0,999.0,37.2,12,1.0,6.0,1156,36.2,9,1
2727,EMEC,,1,1157.2494311580417,MS,0.17,22.0,36.5,4,1.0,6.0,1157,35.4,2,1
70723,SBEI,,1,1157.528883212836,MS,0.2,25.0,36.6,7,1.0,6.6,1157,35.2,13,1
2728,EMEC,KKP,1,1157.534362664891,MW,0,999.0,36.5,7,1.0,6.0,1157,34.5,15,1
47,AM06,,1,1157.6110749936581,MS,0.2,15.0,36.4,8,1.0,7.0,1157,35.3,12,1
2730,EMEC,GC,1,1160.0001157723639,MW,0,999.0,32.6,1,1.0,6.0,1160,32.0,1,1
2734,EMEC,GC,1,1163.5809380073567,MW,0,999.0,36.1,8,1.0,6.8,1163,36.2,1,1
4,AM06,,1,1170.4905270484526,MS,0.2,35.0,36.4,6,1.0,6.6,1170,34.7,29,1
2744,EMEC,KKP,1,1182.0001160895486,MW,0,999.0,36.7,1,1.0,6.5,1182,32.6,1,1
2746,EMEC,GD,1,1183.0001160895486,MW,0,999.0,32.5,1,1.0,6.3,1183,34.75,1,1
70837,SHARE,,0,1190.4136986301369,MW,0,999.0,33.2,6,0.0,6.2,1190,37.15,1,0
5,AM06,,1,1202.3809380073567,MS,0.2,30.0,35.9,5,1.0,7.0,1202,33.7,20,1
50,AM06,,1,1212.33071686526,MS,0.2,999.0,35.0,5,1.0,6.9,1212,30.0,1,1
2759,EMEC,GC,1,1213.4713489662608,MW,0,999.0,32.3,6,1.0,7.0,1213,37.2,22,1
2762,EMEC,GC,6,1222.3568778855911,MW,0,999.0,32.8,5,1.0,6.8,1222,34.7,11,15
2785,EMEC,FA,1,1259.2192941717403,MW,0,999.0,35.5,3,1.0,6.5,1259,32.5,22,1
2786,EMEC,FA,1,1261.0001160895486,MW,0,999.0,35.5,1,1.0,7.1,1261,34.0,1,1
70884,SHARE,,0,1268.0,MW,0,999.0,35.8,1,0.0,6.8,1268,37.35,1,0
2792,EMEC,GC,17,1269.2923535324708,MW,0,999.0,36.6,4,1.0,7.0,1269,37.0,17,1
2810,EMEC,KKP,1,1284.0001157723639,MW,0,999.0,36.2,1,1.0,6.8,1284,33.3,1,1
70909,SHARE,,0,1287.0,MW,0,999.0,35.75,1,0.0,6.2,1287,35.6,1,0
2814,EMEC,GC,1,1287.0850475963978,MW,0,999.0,36.7,2,1.0,5.8,1287,34.7,1,1
2815,EMEC,GC,1,1287.1809380073566,MW,0,999.0,36.7,3,1.0,5.5,1287,34.7,8,1
2816,EMEC,GC,1,1287.2192941717403,MW,0,999.0,35.8,3,1.0,6.0,1287,35.5,22,1
2817,EMEC,FA,1,1287.2494311580417,MW,0,999.0,35.5,4,1.0,6.5,1287,33.0,2,1
70913,SHARE,,0,1290.0,MW,0,999.0,35.75,1,0.0,5.4,1290,35.6,1,0
2821,EMEC,GC,1,1293.0001160895486,MW,0,999.0,31.2,1,1.0,5.3,1293,30.0,1,1
2822,EMEC,KKP,1,1293.0275133498224,MW,0,999.0,34.9,1,1.0,6.0,1293,32.0,11,1
2839,EMEC,FA,1,1312.33071686526,MW,0,999.0,34.0,5,1.0,6.6,1312,27.7,1,1
2846,EMEC,GC,1,1322.052170884069,MW,0,999.0,36.3,1,1.0,5.2,1322,33.5,20,1
2858,EMEC,KKP,1,1339.0001160895486,MW,0,999.0,35.5,1,1.0,6.9,1339,34.3,1,1
2860,EMEC,KKP,1,1343.0001160895486,MW,0,30.0,36.2,1,1.0,6.5,1343,33.3,1,1
70727,SBEI,SDM,1,1344.002848012801,MW,0,30.0,37.4,1,1.0,6.8,1344,36.7,2,1
2872,EMEC,GC,1,1347.9343626648908,MW,0,999.0,31.2,12,1.0,4.8,1347,30.0,8,1
2879,EMEC,GC,1,1350.4960065005073,MW,0,999.0,32.6,7,1.0,7.0,1350,34.7,1,1
2880,EMEC,GC,1,1352.7760720565168,MW,0,999.0,31.2,10,1.0,4.4,1352,30.0,11,1
70976,SHARE,,0,1355.0,MW,0,999.0,35.75,1,0.0,5.4,1355,35.6,1,0
2906,EMEC,GC,1,1366.0001160895486,MW,0,999.0,35.5,1,1.0,4.8,1366,33.0,1,1
2914,EMEC,GC,1,1373.7973763635212,MW,0,999.0,31.2,10,1.0,4.4,1373,30.0,19,1
2920,EMEC,GC,1,1385.7151845826991,MW,0,999.0,31.2,9,1.0,4.2,1385,30.0,19,1
2922,EMEC,GC,7,1386.5406107623035,MW,0,999.0,31.2,7,1.0,4.2,1386,30.0,17,45
2931,EMEC,GC,1,1392.2815365373913,MW,0,999.0,33.0,4,1.0,6.5,1392,35.0,13,1
2938,EMEC,GC,1,1399.7179243087264,MW,0,999.0,36.3,9,1.0,4.2,1399,33.5,20,1
2945,EMEC,GC,1,1403.9617599251649,MW,0,999.0,37.2,12,1.0,6.5,1403,36.2,18,1
70728,SBEI,SDM,1,1404.1367277942218,MW,0,30.0,36.2,2,1.0,7.4,1404,35.7,20,1
2949,EMEC,GC,1,1404.8443780674459,MW,0,999.0,37.2,11,1.0,4.8,1404,36.2,5,1
2954,EMEC,KKP,1,1407.3234037607813,MW,0,999.0,36.3,4,1.0,6.9,1407,35.7,29,1
70729,SBEI,SDM,1,1408.9919190510525,MW,0,25.0,36.1,12,1.0,7.4,1408,35.8,29,1
2972,EMEC,GC,1,1422.4877873224252,MW,0,999.0,31.2,6,1.0,4.2,1422,30.0,28,1
2975,EMEC,GC,3,1425.4743170027905,MW,0,999.0,31.2,6,1.0,5.2,1425,30.0,23,1
2991,EMEC,GC,1,1434.8466914320143,MW,0,999.0,31.2,11,1.0,4.6,1434,30.0,6,1
2995,EMEC,GC,14,1438.1194083269913,MW,0,999.0,31.2,2,1.0,4.1,1438,30.0,13,1
3017,EMEC,GC,1,1455.1754585553019,MW,0,999.0,31.2,3,1.0,4.6,1455,30.0,6,1
51,AM06,,1,1458.8740886922881,MS,0.2,999.0,35.3,11,1.0,6.9,1458,31.0,16,1
3040,EMEC,GC,1,1467.9508010210552,MW,0,999.0,31.2,12,1.0,5.2,1467,30.0,14,1
3057,EMEC,GC,1,1476.8006622204514,MW,0,999.0,31.2,10,1.0,4.8,1476,30.0,20,1
3063,EMEC,GC,8,1479.7899562721968,MW,0,999.0,33.4,10,1.0,5.0,1479,35.2,16,1
3077,EMEC,GC,1,1483.4494311580415,MW,0,999.0,31.2,6,1.0,4.4,1483,30.0,14,1
3080,EMEC,GC,1,1484.2405529308339,MW,0,999.0,37.2,3,1.0,4.8,1484,36.2,29,1
3089,EMEC,GC,17,1491.3115316146625,MW,0,999.0,33.4,4,1.0,6.5,1491,34.9,24,1
3100,EMEC,GC,1,1498.7124448566717,MW,0,999.0,31.2,9,1.0,4.8,1498,30.0,18,1
3146,EMEC,KU,1,1513.0001160895486,MW,0,14.0,36.5,1,1.0,7.5,1513,37.5,1,1
3217,EMEC,KKP,11,1546.0368740804161,MW,0,999.0,35.3,1,1.0,6.1,1546,32.0,14,1
3263,EMEC,GD,1,1567.3124448566718,MW,0,999.0,33.0,4,1.0,5.3,1567,34.5,25,1
71381,SHARE,,0,1567.7643835616439,MW,0,999.0,33.05,10,0.0,5.4,1567,34.65,7,0
71382,SHARE,,0,1567.9150684931508,MW,0,999.0,32.4,12,0.0,5.4,1567,34.75,1,0
70730,SBEI,,1,1568.7733398160797,MS,0.17,12.0,35.5,10,1.0,6.1,1568,35.5,10,1
3302,EMEC,GD,1,1577.0740886922881,MW,0,999.0,33.0,1,1.0,5.8,1577,34.5,28,1
52,AM06,,1,1588.0083124936755,MS,0.2,999.0,36.0,1,1.0,7.0,1588,29.0,4,1
3339,EMEC,AMA,6,1588.2657123115259,MW,0,999.0,31.6,4,1.0,5.2,1588,29.4,7,1
70731,SBEI,SDM,1,1626.0549106100964,MW,0,20.0,37.1,1,1.0,7.3,1626,36.5,21,1
3608,EMEC,KKP,1,1656.0848152259159,MW,0,999.0,36.2,2,1.0,6.7,1656,34.9,1,1
70733,SBEI,SDM,1,1705.8960065005074,MW,0,35.0,36.6,11,1.0,6.9,1705,33.7,24,1
3917,EMEC,GD,1,1718.9398421169458,MW,0,999.0,33.25,12,1.0,6.3,1718,35.25,10,1
70734,SBEI,SDM,1,1726.2850475963978,MW,0,15.0,36.6,4,1.0,6.1,1726,36.3,15,1
4014,EMEC,GD,1,1735.9151845826991,MW,0,999.0,34.0,12,1.0,6.3,1735,35.0,1,1
70735,SBEI,SDM,1,1738.7316229388634,MW,0,10.0,36.5,9,1.0,6.2,1738,36.7,25,1
4073,EMEC,FA,1,1746.5069654046169,MW,0,999.0,36.0,7,1.0,5.2,1746,33.0,5,1
72301,SHARE,,0,1752.5519125683061,MW,0,999.0,35.75,7,0.0,6.8,1752,35.6,21,0
4116,EMEC,FA,1,1753.9562804731102,MW,0,999.0,36.0,12,1.0,6.0,1753,33.0,16,1
72344,SHARE,,0,1756.0437158469945,MW,0,999.0,33.4,1,0.0,5.0,1756,35.1,17,0
6,AM89,,1,1759.8275133498225,MS,0.2,20.0,35.6,10,1.0,6.6,1759,33.1,30,1
7,AM06,,1,1759.8987462265347,MS,0.2,30.0,35.9,11,1.0,7.2,1759,33.7,25,1
72812,SHARE,,0,1796.3142076502731,MW,0,999.0,35.75,4,0.0,6.2,1796,35.6,25,0
70738,SBEI,SDM,1,1796.3170556630744,MW,0,20.0,36.2,4,1.0,6.8,1796,35.3,26,1
4548,EMEC,KKP,1,1802.0001160895486,MW,0,999.0,36.2,1,1.0,6.1,1802,34.0,1,1
4666,EMEC,FA,1,1814.0001160895486,MW,0,999.0,35.8,1,1.0,6.0,1814,32.8,1,1
54,AM06,,1,1822.6138147196855,MS,0.2,18.0,36.75,8,1.0,6.9,1822,36.1,13,1
70739,SBEI,SDM,1,1822.6138147196855,MW,0,999.0,36.8,8,1.0,7.4,1822,36.7,13,1
4887,EMEC,KKP,4,1834.3894996511922,MW,0,999.0,35.6,5,1.0,6.1,1834,31.3,23,1
55,AM06,,1,1837.0001160895486,MS,0.2,999.0,35.5,1,1.0,6.9,1837,33.3,1,1
73394,SHARE,,0,1842.5260273972603,MW,0,999.0,30.0,7,0.0,5.4,1842,37.5,12,0
73432,SHARE,,0,1845.1397260273973,MW,0,999.0,33.4,2,0.0,5.0,1845,35.15,21,0
5061,EMEC,AMA,8,1847.5982020865042,MW,0,999.0,30.8,8,1.0,5.9,1847,29.7,7,15
5561,EMEC,AMA,3,1868.1369820443736,MW,0,999.0,33.0,2,1.0,5.6,1868,32.0,20,15
56,AM06,,1,1872.2542141330196,MS,0.17,10.0,36.2,4,1.0,6.1,1872,36.2,3,1
74165,SHARE,,5,1872.3695070582878,MW,0,999.0,36.1,5,0.0,5.8,1872,36.2,15,45
74245,SHARE,,0,1875.6356164383562,MW,0,999.0,36.1,8,0.0,5.8,1875,36.2,21,0
74272,SHARE,,0,1876.4153005464482,MW,0,999.0,30.2,6,0.0,5.4,1876,37.7,1,0
5862,EMEC,AMA,18,1879.5253444000507,MW,0,999.0,33.0,7,1.0,6.0,1879,29.0,11,1
6377,EMEC,AA,2,1894.0331050545408,MW,0,999.0,34.7,1,1.0,5.7,1894,35.6,13,0
57,AM93,,20,1894.0351598173515,MS,0.17,999.0,34.7,1,0.0,5.8,1894,35.6,13,0
6396,EMEC,KU,1,1894.3644996511923,MW,0,30.0,35.6,5,1.0,6.2,1894,36.6,14,1
6491,EMEC,AMA,2,1895.931811295028,MW,0,999.0,31.2,12,1.0,5.3,1895,30.6,7,40
6507,EMEC,FA,1,1896.3334491056971,MW,0,999.0,36.0,5,1.0,5.5,1896,34.0,2,1
6510,EMEC,POU,4,1896.4922681706639,MW,0,999.0,33.1,6,1.0,6.5,1896,34.45,29,5
58,AM93,,20,1896.494168785418,MS,0.2,999.0,33.0,6,43.0,6.5,1896,34.3,29,46
59,AM93,,6,1896.5035120673954,MS,0.17,999.0,33.0,7,0.0,5.8,1896,34.3,3,51
60,AM93,,0,1900.0110635464232,MS,0.17,999.0,34.5,1,0.0,6.0,1900,34.0,5,55
6707,EMEC,AMA,5,1900.0472013254694,MW,0,999.0,33.0,1,1.0,4.8,1900,29.0,18,29
6709,EMEC,KU,2,1900.07151829655,MW,0,999.0,37.37,1,1.0,5.3,1900,37.63,27,30
6718,EMEC,AMA,17,1900.1773934868088,MW,0,999.0,33.0,3,1.0,6.2,1900,29.0,6,58
6803,EMEC,KKP,23,1902.1861967592592,MW,0,999.0,35.2,3,1.0,5.7,1902,31.8,9,5
6850,EMEC,KKP,22,1902.2409246892441,MW,0,999.0,35.4,3,1.0,5.7,1902,32.2,29,30
41189,GII,,0,1903.2383561643835,MB,0.26266666666666666,10.0,35.4954,3,0.0,5.6,1903,32.0957,29,0
45250,GSHAP_TR,,22,1903.2409246575342,MW,0,10.0,35.4,3,0.0,5.7,1903,32.2,29,30
68371,KOERI,,0,1903.5095890728057,MD,0.3,5.0,32.5,7,1.0,4.7,1903,37.8,6,0
6950,EMEC,PAP,18,1903.547273623795,MW,0,20.0,30.0,7,1.0,5.7,1903,35.0,19,7
61,AM93,,14,1903.6537442922374,MS,0.17,999.0,33.3,8,0.0,5.7,1903,34.6,27,48
6972,EMEC,POU,11,1903.7656621321664,MW,0,999.0,36.5,10,1.0,5.2,1903,36.5,7,12
58902,ISC-GEM,,12,1905.9246958384069,MW,0,15.0,38.83,12,7.96,5.6,1905,37.216,4,20
62,AM93,,7,1906.146063863521,MS,0.17,999.0,33.5,2,10.0,5.8,1906,34.3,23,31
41190,GII,,0,1906.1616438356164,MB,0.26266666666666666,10.0,35.393,3,0.0,3.7,1906,33.8182,1,0
7300,EMEC,AMA,13,1906.9851275050735,MW,0,999.0,33.4,12,1.0,5.3,1906,27.2,26,43
44872,GSHAP_TR,ANK,1,1907.0302530758497,MW,0,999.0,34.5,1,1.0,6.2,1907,37.6,12,1
7349,EMEC,,12,1907.4397641108574,MD,0.3,5.0,35.4,6,1.0,5.4,1907,33.7,10,20
7351,EMEC,,15,1907.4730061199898,MD,0.3,5.0,35.4,6,1.0,5.5,1907,33.7,22,32
45237,GSHAP_TR,IPRG,17,1907.4732496511922,MW,0,999.0,35.3,6,1.0,5.7,1907,33.6,22,40
41193,GII,,17,1907.5554414003045,MB,0.26266666666666666,10.0,35.3927,7,0.0,5.2,1907,33.71,22,40
68366,KOERI,,0,1907.9150685248605,MD,0.3,5.0,34.5,12,1.0,6.6,1907,37.6,1,0
68365,KOERI,,0,1908.0874317256123,MD,0.3,5.0,34.5,2,1.0,5.2,1908,37.5,2,0
7402,EMEC,KU,1,1908.087547466353,MW,0,999.0,34.5,2,1.0,5.4,1908,37.5,2,1
7408,EMEC,,3,1908.1287568622242,MD,0.3,5.0,35.8,2,1.0,6.6,1908,37.4,17,0
7467,EMEC,KOERI,11,1908.829178082625,MW,0,30.0,36.8,10,1.0,5.5,1908,37.6,30,30
68362,KOERI,,0,1910.2136986618468,MD,0.3,5.0,34.6,3,1.0,5.2,1910,36.8,20,0
7654,EMEC,KU,1,1910.2138147196854,MW,0,999.0,34.6,3,1.0,5.4,1910,36.8,20,1
41194,GII,,19,1910.5227625570776,MB,0.26266666666666666,10.0,35.9006,7,0.0,4.9,1910,33.8164,10,24
7718,EMEC,AMA,1,1911.011185343734,MW,0,999.0,31.3,1,1.0,4.4,1911,30.0,5,59
7725,EMEC,AMA,17,1911.0705004122274,MW,0,999.0,33.7,1,1.0,4.9,1911,28.0,26,35
7766,EMEC,KOERI,20,1911.3283904426687,MW,0,180.0,30.0,4,1.0,6.0,1911,36.0,30,42
41195,GII,,0,1911.5287671232877,MD,0.3,10.0,35.393,7,0.0,3.4,1911,33.8182,13,0
7798,EMEC,AMA,20,1911.640683060629,MW,0,999.0,32.6,8,1.0,4.9,1911,28.8,22,23
7849,EMEC,POU,0,1912.2405225726068,MW,0,999.0,35.8,3,1.0,4.7,1912,35.6,29,45
41196,GII,,13,1913.8672850076105,MD,0.3,10.0,35.6965,11,0.0,4.5,1913,34.0157,13,25
8063,EMEC,KOERI,22,1914.7559494228817,MW,0,14.0,30.4,10,1.0,6.6,1914,37.7,3,7
58903,ISC-GEM,,22,1914.755949624556,MW,0,15.0,30.021,10,7.36,7.0,1914,37.629,3,7
8138,EMEC,KOERI,4,1915.3786301686962,MW,0,10.0,39.47,5,1.0,5.5,1915,37.62,19,48
8204,EMEC,KOERI,6,1915.9815182965499,MW,0,10.0,36.14,12,1.0,5.4,1915,36.47,25,6
41197,GII,,12,1918.7438489345509,MB,0.26266666666666666,10.0,36.0772,9,0.0,6.6,1918,35.2396,29,7
58904,ISC-GEM,,12,1918.743849388318,MW,0,15.0,35.608,9,14.31,6.6,1918,35.077,29,7
63,AM93,,12,1918.7438495687468,MS,0.2,999.0,34.8,9,20.0,6.3,1918,35.1,29,7
8492,EMEC,AMA,2,1918.7481925735667,MW,0,999.0,31.3,10,1.0,4.9,1918,29.5,1,10
64,AM93,,20,1919.6324530695078,MS,0.17,30.0,34.7,8,20.0,5.9,1919,35.2,19,17
8552,EMEC,,20,1919.6598497272958,MD,0.3,5.0,34.7,8,1.0,5.6,1919,35.2,29,17
8658,EMEC,AMA,2,1920.7488805719995,MW,0,999.0,31.3,10,1.0,4.8,1920,29.5,1,10
65,AM93,,19,1921.0980779109589,MS,0.17,999.0,35.5,2,45.0,5.6,1921,36.0,5,9
66,AM93,,16,1921.3004645484525,MS,0.17,999.0,34.0,4,10.0,5.8,1921,34.6,20,4
41199,GII,,16,1921.3004648655506,MB,0.26266666666666666,10.0,32.998,4,20.0,5.3,1921,33.9967,20,4
41200,GII,,8,1921.3022831050228,MB,0.26266666666666666,10.0,35.4983,4,0.0,4.1,1921,32.9975,21,0
67,AM93,,6,1921.7596071156772,MS,0.17,999.0,35.2,10,30.0,5.5,1921,36.4,5,9
8767,EMEC,POU,19,1921.7610902143581,MW,0,33.0,35.2,10,1.0,5.7,1921,36.4,5,9
41201,GII,,0,1922.2494044901066,MB,0.26266666666666666,10.0,34.7835,4,0.0,5.4,1922,34.7281,2,47
8816,EMEC,AMA,19,1922.46251525241,MW,0,999.0,32.0,6,1.0,4.9,1922,28.8,18,38
8826,EMEC,AMA,20,1922.5749772006595,MW,0,999.0,31.2,7,1.0,4.8,1922,30.3,29,48
8839,EMEC,KOERI,3,1922.6579452371893,MW,0,30.0,32.73,8,1.0,5.2,1922,37.37,29,36
8843,EMEC,AMA,1,1922.6823192858956,MW,0,999.0,34.0,9,1.0,4.9,1922,28.0,7,7
8889,EMEC,AFS,18,1923.1582477486047,MW,0,10.0,35.41,2,1.0,4.0,1923,32.7,27,15
8962,EMEC,AMA,13,1923.9357915081177,MW,0,999.0,31.4,12,1.0,4.9,1923,29.2,8,32
8965,EMEC,POU,14,1923.9714821473872,MW,0,33.0,36.0,12,1.0,5.2,1923,36.2,21,11
68345,KOERI,,17,1924.1330903410242,MW,0,35.0,34.0,2,56.0,5.6,1924,34.5,18,3
41204,GII,,17,1924.1330904675167,MB,0.26266666666666666,10.0,33.9366,2,0.0,5.9,1924,34.4247,18,4
45238,GSHAP_TR,POU,17,1924.1330904991398,MW,0,999.0,34.3,2,1.0,6.0,1924,34.8,18,4
41205,GII,,20,1924.1580221615059,MD,0.3,10.0,36.2012,2,0.0,6.3,1924,32.7054,27,4
68344,KOERI,KRK,20,1924.1580607417527,MW,0,33.0,36.0,2,20.0,5.8,1924,33.0,27,24
70,AM93,,21,1924.4396147983707,MB,0.26266666666666666,10.0,33.1,6,35.0,4.6,1924,35.1,9,34
9035,EMEC,KOERI,11,1924.6926210850536,MW,0,30.0,31.49,9,1.0,5.3,1924,36.84,10,59
71,AM93,,11,1924.6926222867335,MB,0.26266666666666666,79.0,31.7,9,39.0,6.0,1924,36.7,10,59
9038,EMEC,AFS,21,1924.7019315738212,MW,0,10.0,35.5,9,1.0,4.5,1924,30.8,13,46
41208,GII,,6,1925.2034817351598,MD,0.3,10.0,36.1984,3,0.0,4.2,1925,33.4087,16,30
9109,EMEC,KU,1,1925.3288832128362,MW,0,999.0,35.3,5,1.0,5.2,1925,37.0,1,1
9114,EMEC,AMA,23,1925.3834988901572,MW,0,999.0,32.0,5,1.0,5.0,1925,30.0,20,27
9137,EMEC,KOERI,19,1925.517317383308,MW,0,15.0,30.5,7,1.0,5.2,1925,37.4,8,42
9138,EMEC,KOERI,7,1925.5186491945713,MW,0,15.0,30.5,7,1.0,4.9,1925,37.4,9,22
9139,EMEC,KOERI,8,1925.51877286276,MW,0,15.0,30.5,7,1.0,4.9,1925,37.4,9,27
9140,EMEC,KOERI,10,1925.5353976725012,MW,0,15.0,30.5,7,1.0,4.7,1925,37.4,15,5
9183,EMEC,KOERI,2,1925.9619254502791,MW,0,15.0,30.4,12,1.0,5.3,1925,37.4,18,28
44999,GSHAP_TR,KRK,20,1926.1639288749366,MW,0,120.0,30.0,3,1.0,6.4,1926,36.8,1,1
68323,KOERI,,19,1926.1721061960934,MD,0.3,5.0,30.0,3,1.0,5.1,1926,36.8,4,39
9208,EMEC,KOERI,13,1926.2070015537797,MW,0,30.0,35.0,3,1.0,5.5,1926,37.0,17,20
68320,KOERI,,14,1926.2098292110604,MD,0.3,10.0,30.13,3,14.0,7.1,1926,35.99,18,6
72,AM93,,6,1927.3322305936074,MS,0.17,30.0,31.0,5,24.0,5.6,1927,32.5,2,20
68307,KOERI,,6,1927.3322305936074,MW,0,999.0,34.0,5,24.0,4.8,1927,34.0,2,20
68306,KOERI,,2,1927.424931690766,MD,0.3,5.0,31.0,6,5.8,6.5,1927,36.0,5,24
73,AM93,,8,1927.4256182775241,MB,0.26266666666666666,60.0,30.91,6,58.0,6.0,1927,35.94,5,24
9373,EMEC,AMB01C,13,1927.5247774289701,MW,0,15.0,35.5,7,1.0,6.1,1927,31.8,11,3
41209,GII,,13,1927.5247794901065,MB,0.26266666666666666,10.0,35.4201,7,6.0,6.1,1927,31.5818,11,4
8,AV02,,13,1927.5247796169458,ML,0.2,15.0,35.4,7,10.0,6.4,1927,31.6,11,4
41210,GII,,9,1927.5298515981735,MD,0.3,10.0,35.8001,7,0.0,3.4,1927,31.6979,13,30
